'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.033',0.875,0.2,-0.675,-0.537,0.775,-0.238,-0.92,0.589,-0.821,0.068,-0.631,0.227,-0.002,0.043,0.238
'0:00.034',0.875,0.2,-0.676,-0.537,0.775,-0.238,-0.923,0.588,-0.822,0.068,-0.629,0.225,-0.002,0.043,0.238
'0:00.035',0.876,0.201,-0.675,-0.539,0.776,-0.237,-0.923,0.588,-0.821,0.069,-0.629,0.225,-0.002,0.045,0.238
'0:00.036',0.877,0.202,-0.675,-0.539,0.776,-0.237,-0.923,0.587,-0.821,0.069,-0.629,0.225,-0.004,0.045,0.237
'0:00.037',0.875,0.201,-0.674,-0.537,0.774,-0.237,-0.922,0.588,-0.82,0.069,-0.63,0.227,-0.004,0.044,0.238
'0:00.038',0.87,0.197,-0.673,-0.533,0.771,-0.238,-0.92,0.588,-0.822,0.067,-0.632,0.224,-0.006,0.044,0.237
'0:00.039',0.873,0.199,-0.674,-0.536,0.773,-0.238,-0.921,0.587,-0.822,0.065,-0.632,0.224,-0.006,0.048,0.237
'0:00.040',0.878,0.202,-0.677,-0.54,0.777,-0.238,-0.924,0.588,-0.822,0.065,-0.631,0.225,-0.004,0.045,0.237
'0:00.041',0.878,0.201,-0.677,-0.54,0.778,-0.238,-0.925,0.587,-0.824,0.064,-0.632,0.224,-0.004,0.044,0.239
'0:00.042',0.88,0.204,-0.676,-0.542,0.777,-0.236,-0.926,0.586,-0.825,0.062,-0.633,0.224,-0.004,0.049,0.239
'0:00.043',0.878,0.204,-0.674,-0.541,0.776,-0.235,-0.925,0.587,-0.826,0.06,-0.635,0.224,-0.006,0.049,0.238
'0:00.044',0.88,0.204,-0.676,-0.542,0.778,-0.236,-0.925,0.588,-0.825,0.059,-0.635,0.224,-0.005,0.049,0.239
'0:00.045',0.879,0.205,-0.674,-0.542,0.777,-0.234,-0.924,0.587,-0.826,0.06,-0.634,0.222,-0.007,0.048,0.239
'0:00.046',0.872,0.202,-0.67,-0.537,0.77,-0.234,-0.924,0.586,-0.826,0.059,-0.634,0.222,-0.008,0.045,0.239
'0:00.047',0.873,0.201,-0.671,-0.537,0.772,-0.235,-0.924,0.587,-0.826,0.061,-0.634,0.222,-0.007,0.045,0.238
'0:00.048',0.875,0.201,-0.674,-0.538,0.775,-0.236,-0.921,0.588,-0.824,0.065,-0.632,0.223,-0.007,0.043,0.235
'0:00.049',0.874,0.201,-0.674,-0.537,0.773,-0.237,-0.921,0.588,-0.823,0.065,-0.632,0.223,-0.007,0.045,0.236
'0:00.050',0.874,0.202,-0.671,-0.538,0.772,-0.235,-0.92,0.589,-0.823,0.066,-0.631,0.223,-0.007,0.046,0.235
'0:00.051',0.873,0.2,-0.673,-0.536,0.773,-0.236,-0.92,0.588,-0.823,0.066,-0.631,0.223,-0.008,0.044,0.235
'0:00.052',0.874,0.198,-0.676,-0.536,0.775,-0.239,-0.919,0.589,-0.822,0.066,-0.63,0.224,-0.007,0.041,0.235
'0:00.053',0.874,0.198,-0.676,-0.536,0.775,-0.239,-0.917,0.591,-0.821,0.068,-0.63,0.226,-0.006,0.043,0.237
'0:00.054',0.874,0.196,-0.677,-0.535,0.775,-0.241,-0.918,0.591,-0.822,0.067,-0.63,0.226,-0.006,0.043,0.238
'0:00.055',0.874,0.198,-0.676,-0.536,0.774,-0.239,-0.917,0.59,-0.821,0.067,-0.628,0.224,-0.008,0.044,0.237
'0:00.056',0.875,0.2,-0.675,-0.537,0.774,-0.238,-0.916,0.592,-0.819,0.069,-0.627,0.226,-0.008,0.046,0.235
'0:00.057',0.876,0.2,-0.676,-0.538,0.776,-0.238,-0.916,0.593,-0.819,0.069,-0.627,0.226,-0.007,0.044,0.235
'0:00.058',0.875,0.199,-0.676,-0.536,0.775,-0.238,-0.917,0.59,-0.82,0.068,-0.629,0.225,-0.008,0.045,0.235
'0:00.059',0.872,0.194,-0.677,-0.533,0.774,-0.242,-0.918,0.59,-0.82,0.068,-0.63,0.226,-0.006,0.045,0.235
'0:00.060',0.871,0.194,-0.677,-0.532,0.774,-0.242,-0.917,0.588,-0.821,0.066,-0.632,0.224,-0.009,0.046,0.234
'0:00.061',0.876,0.195,-0.681,-0.535,0.778,-0.243,-0.918,0.587,-0.822,0.065,-0.634,0.222,-0.009,0.042,0.236
'0:00.062',0.874,0.191,-0.683,-0.532,0.778,-0.246,-0.918,0.588,-0.822,0.064,-0.636,0.218,-0.009,0.037,0.237
'0:00.063',0.868,0.189,-0.679,-0.529,0.773,-0.245,-0.918,0.585,-0.825,0.061,-0.638,0.216,-0.015,0.043,0.235
'0:00.064',0.869,0.19,-0.679,-0.529,0.774,-0.245,-0.918,0.586,-0.825,0.06,-0.64,0.218,-0.013,0.045,0.236
'0:00.065',0.874,0.193,-0.681,-0.533,0.777,-0.244,-0.917,0.588,-0.825,0.06,-0.641,0.217,-0.013,0.042,0.237
'0:00.066',0.877,0.195,-0.682,-0.536,0.779,-0.243,-0.919,0.586,-0.825,0.059,-0.642,0.215,-0.013,0.041,0.237
'0:00.067',0.875,0.194,-0.681,-0.534,0.777,-0.244,-0.919,0.586,-0.825,0.058,-0.642,0.213,-0.013,0.043,0.236
'0:00.068',0.875,0.194,-0.68,-0.534,0.777,-0.243,-0.92,0.586,-0.826,0.059,-0.641,0.216,-0.012,0.045,0.237
'0:00.069',0.874,0.195,-0.679,-0.534,0.776,-0.242,-0.92,0.586,-0.825,0.06,-0.639,0.218,-0.012,0.046,0.237
'0:00.070',0.871,0.193,-0.679,-0.532,0.774,-0.243,-0.92,0.585,-0.827,0.059,-0.64,0.216,-0.013,0.044,0.237
'0:00.071',0.873,0.194,-0.679,-0.533,0.775,-0.242,-0.921,0.584,-0.828,0.058,-0.639,0.217,-0.011,0.045,0.237
'0:00.072',0.871,0.194,-0.677,-0.532,0.773,-0.242,-0.922,0.584,-0.827,0.059,-0.637,0.218,-0.009,0.045,0.237
'0:00.073',0.869,0.192,-0.676,-0.53,0.772,-0.242,-0.922,0.583,-0.828,0.058,-0.639,0.218,-0.009,0.044,0.239
'0:00.074',0.869,0.193,-0.675,-0.531,0.771,-0.241,-0.922,0.583,-0.828,0.059,-0.637,0.22,-0.007,0.045,0.239
'0:00.075',0.873,0.195,-0.677,-0.534,0.775,-0.241,-0.923,0.585,-0.826,0.059,-0.634,0.22,-0.006,0.046,0.24
'0:00.076',0.873,0.196,-0.677,-0.534,0.774,-0.241,-0.923,0.583,-0.827,0.059,-0.637,0.22,-0.006,0.046,0.24
'0:00.077',0.873,0.197,-0.676,-0.535,0.774,-0.24,-0.922,0.584,-0.827,0.058,-0.636,0.22,-0.007,0.045,0.238
'0:00.078',0.874,0.196,-0.678,-0.535,0.775,-0.241,-0.921,0.584,-0.827,0.058,-0.636,0.221,-0.007,0.045,0.237
'0:00.079',0.869,0.194,-0.676,-0.531,0.772,-0.241,-0.92,0.583,-0.827,0.058,-0.638,0.221,-0.008,0.046,0.236
'0:00.080',0.875,0.198,-0.678,-0.536,0.776,-0.24,-0.92,0.584,-0.827,0.059,-0.636,0.222,-0.005,0.045,0.238
'0:00.081',0.879,0.199,-0.679,-0.539,0.779,-0.24,-0.922,0.584,-0.826,0.059,-0.635,0.222,-0.003,0.045,0.239
'0:00.082',0.875,0.197,-0.677,-0.536,0.775,-0.24,-0.921,0.583,-0.827,0.058,-0.638,0.22,-0.005,0.048,0.241
'0:00.083',0.873,0.197,-0.676,-0.535,0.774,-0.24,-0.92,0.584,-0.826,0.059,-0.637,0.219,-0.006,0.045,0.239
'0:00.084',0.874,0.198,-0.676,-0.536,0.774,-0.239,-0.92,0.585,-0.824,0.062,-0.634,0.221,-0.005,0.048,0.236
'0:00.085',0.875,0.198,-0.677,-0.537,0.776,-0.239,-0.919,0.584,-0.825,0.062,-0.632,0.22,-0.005,0.05,0.236
'0:00.086',0.874,0.198,-0.676,-0.536,0.775,-0.239,-0.918,0.584,-0.826,0.061,-0.633,0.22,-0.006,0.046,0.236
'0:00.087',0.873,0.198,-0.675,-0.536,0.774,-0.238,-0.919,0.583,-0.826,0.062,-0.634,0.22,-0.007,0.048,0.236
'0:00.088',0.876,0.2,-0.677,-0.538,0.776,-0.239,-0.92,0.583,-0.826,0.063,-0.633,0.22,-0.006,0.045,0.237
'0:00.089',0.879,0.202,-0.677,-0.54,0.778,-0.238,-0.92,0.584,-0.825,0.064,-0.634,0.219,-0.007,0.048,0.236
'0:00.090',0.873,0.198,-0.675,-0.535,0.773,-0.239,-0.917,0.586,-0.821,0.065,-0.633,0.222,-0.007,0.051,0.236
'0:00.091',0.875,0.198,-0.677,-0.536,0.775,-0.239,-0.918,0.584,-0.821,0.066,-0.633,0.222,-0.006,0.05,0.237
'0:00.092',0.878,0.199,-0.679,-0.538,0.778,-0.24,-0.92,0.584,-0.822,0.067,-0.632,0.222,-0.006,0.051,0.237
'0:00.093',0.877,0.197,-0.68,-0.537,0.779,-0.242,-0.92,0.585,-0.822,0.066,-0.632,0.223,-0.006,0.046,0.238
'0:00.094',0.876,0.194,-0.683,-0.535,0.779,-0.244,-0.919,0.585,-0.821,0.067,-0.63,0.223,-0.007,0.044,0.235
'0:00.095',0.873,0.189,-0.683,-0.531,0.778,-0.247,-0.917,0.587,-0.818,0.068,-0.628,0.223,-0.009,0.042,0.235
'0:00.096',0.876,0.19,-0.687,-0.533,0.781,-0.248,-0.916,0.587,-0.817,0.069,-0.628,0.225,-0.005,0.04,0.237
'0:00.097',0.878,0.191,-0.688,-0.534,0.782,-0.248,-0.916,0.588,-0.818,0.07,-0.626,0.227,-0.004,0.041,0.235
'0:00.098',0.875,0.189,-0.686,-0.532,0.78,-0.249,-0.917,0.587,-0.819,0.069,-0.628,0.225,-0.007,0.041,0.235
'0:00.099',0.869,0.188,-0.681,-0.528,0.775,-0.247,-0.915,0.586,-0.819,0.066,-0.63,0.222,-0.009,0.043,0.235
'0:00.100',0.866,0.188,-0.678,-0.527,0.772,-0.245,-0.915,0.587,-0.82,0.065,-0.631,0.221,-0.011,0.044,0.235
'0:00.101',0.871,0.188,-0.682,-0.529,0.776,-0.247,-0.916,0.586,-0.819,0.064,-0.634,0.22,-0.011,0.04,0.237
'0:00.102',0.875,0.189,-0.687,-0.532,0.781,-0.249,-0.917,0.585,-0.819,0.064,-0.634,0.222,-0.009,0.036,0.239
'0:00.103',0.877,0.19,-0.686,-0.533,0.781,-0.248,-0.918,0.586,-0.819,0.064,-0.634,0.223,-0.006,0.043,0.238
'0:00.104',0.872,0.191,-0.68,-0.531,0.775,-0.244,-0.919,0.585,-0.821,0.062,-0.636,0.22,-0.009,0.049,0.237
'0:00.105',0.87,0.19,-0.68,-0.529,0.774,-0.245,-0.92,0.584,-0.821,0.06,-0.637,0.218,-0.009,0.045,0.239
'0:00.106',0.871,0.19,-0.68,-0.53,0.775,-0.245,-0.92,0.583,-0.823,0.058,-0.639,0.217,-0.011,0.042,0.239
'0:00.107',0.868,0.189,-0.679,-0.528,0.773,-0.245,-0.919,0.584,-0.822,0.059,-0.639,0.216,-0.013,0.041,0.237
'0:00.108',0.868,0.187,-0.68,-0.527,0.774,-0.247,-0.918,0.584,-0.822,0.059,-0.639,0.218,-0.012,0.04,0.237
'0:00.109',0.867,0.185,-0.681,-0.526,0.773,-0.247,-0.918,0.584,-0.823,0.057,-0.639,0.217,-0.013,0.041,0.238
'0:00.110',0.871,0.19,-0.682,-0.53,0.776,-0.246,-0.918,0.584,-0.822,0.057,-0.638,0.218,-0.013,0.04,0.238
'0:00.111',0.877,0.195,-0.682,-0.536,0.779,-0.244,-0.919,0.585,-0.82,0.058,-0.636,0.22,-0.011,0.042,0.239
'0:00.112',0.872,0.194,-0.679,-0.533,0.775,-0.243,-0.918,0.584,-0.821,0.057,-0.636,0.218,-0.013,0.044,0.239
'0:00.113',0.873,0.196,-0.677,-0.534,0.775,-0.241,-0.916,0.585,-0.82,0.058,-0.637,0.217,-0.013,0.045,0.239
'0:00.114',0.875,0.197,-0.678,-0.536,0.776,-0.24,-0.917,0.586,-0.819,0.06,-0.634,0.221,-0.011,0.046,0.239
'0:00.115',0.873,0.196,-0.678,-0.534,0.775,-0.241,-0.918,0.584,-0.819,0.061,-0.632,0.223,-0.009,0.05,0.238
'0:00.116',0.875,0.197,-0.679,-0.536,0.777,-0.241,-0.917,0.585,-0.817,0.064,-0.63,0.224,-0.008,0.049,0.237
'0:00.117',0.877,0.196,-0.681,-0.536,0.779,-0.243,-0.917,0.585,-0.817,0.062,-0.632,0.221,-0.009,0.043,0.238
'0:00.118',0.88,0.197,-0.684,-0.539,0.782,-0.243,-0.917,0.587,-0.816,0.063,-0.631,0.221,-0.009,0.043,0.238
'0:00.119',0.878,0.196,-0.682,-0.537,0.78,-0.243,-0.916,0.588,-0.816,0.063,-0.632,0.222,-0.01,0.043,0.238
'0:00.120',0.874,0.194,-0.68,-0.533,0.776,-0.243,-0.916,0.586,-0.819,0.062,-0.633,0.22,-0.011,0.041,0.238
'0:00.121',0.877,0.197,-0.68,-0.537,0.778,-0.242,-0.916,0.586,-0.817,0.065,-0.629,0.223,-0.009,0.043,0.237
'0:00.122',0.878,0.197,-0.682,-0.538,0.78,-0.242,-0.916,0.588,-0.815,0.068,-0.627,0.223,-0.008,0.044,0.235
'0:00.123',0.881,0.197,-0.684,-0.539,0.782,-0.243,-0.916,0.588,-0.814,0.068,-0.628,0.222,-0.007,0.043,0.235
'0:00.124',0.882,0.197,-0.685,-0.539,0.783,-0.244,-0.916,0.588,-0.816,0.065,-0.629,0.223,-0.006,0.043,0.236
'0:00.125',0.876,0.195,-0.681,-0.536,0.779,-0.243,-0.917,0.587,-0.818,0.064,-0.631,0.221,-0.009,0.041,0.236
'0:00.126',0.875,0.195,-0.68,-0.535,0.777,-0.242,-0.916,0.588,-0.816,0.065,-0.63,0.223,-0.008,0.04,0.236
'0:00.127',0.875,0.195,-0.68,-0.535,0.777,-0.243,-0.915,0.589,-0.817,0.066,-0.628,0.224,-0.007,0.043,0.237
'0:00.128',0.875,0.195,-0.68,-0.535,0.777,-0.242,-0.915,0.588,-0.817,0.065,-0.627,0.226,-0.005,0.043,0.237
'0:00.129',0.875,0.194,-0.681,-0.535,0.778,-0.244,-0.915,0.588,-0.818,0.064,-0.628,0.226,-0.005,0.04,0.238
'0:00.130',0.875,0.194,-0.681,-0.535,0.778,-0.244,-0.916,0.588,-0.819,0.062,-0.631,0.223,-0.007,0.042,0.24
'0:00.131',0.876,0.198,-0.678,-0.537,0.777,-0.24,-0.917,0.587,-0.82,0.06,-0.633,0.222,-0.008,0.044,0.24
'0:00.132',0.88,0.202,-0.678,-0.541,0.779,-0.238,-0.919,0.585,-0.821,0.059,-0.633,0.222,-0.008,0.043,0.24
'0:00.133',0.883,0.205,-0.677,-0.544,0.78,-0.236,-0.918,0.587,-0.819,0.06,-0.631,0.223,-0.007,0.046,0.241
'0:00.134',0.882,0.203,-0.678,-0.543,0.779,-0.237,-0.917,0.587,-0.819,0.061,-0.632,0.224,-0.007,0.046,0.242
'0:00.135',0.878,0.199,-0.68,-0.538,0.779,-0.241,-0.918,0.587,-0.82,0.06,-0.634,0.221,-0.009,0.04,0.242
'0:00.136',0.878,0.198,-0.68,-0.538,0.779,-0.241,-0.919,0.587,-0.82,0.061,-0.635,0.22,-0.009,0.042,0.242
'0:00.137',0.879,0.2,-0.68,-0.539,0.779,-0.24,-0.919,0.587,-0.82,0.062,-0.634,0.22,-0.009,0.043,0.242
'0:00.138',0.876,0.197,-0.679,-0.536,0.777,-0.241,-0.918,0.589,-0.819,0.064,-0.632,0.221,-0.009,0.041,0.241
'0:00.139',0.876,0.198,-0.679,-0.537,0.777,-0.241,-0.918,0.589,-0.818,0.065,-0.631,0.223,-0.009,0.042,0.242
'0:00.140',0.876,0.197,-0.679,-0.537,0.777,-0.241,-0.917,0.59,-0.817,0.065,-0.629,0.224,-0.007,0.043,0.242
'0:00.141',0.875,0.197,-0.678,-0.536,0.776,-0.241,-0.917,0.59,-0.816,0.068,-0.63,0.224,-0.009,0.042,0.241
'0:00.142',0.875,0.195,-0.68,-0.536,0.778,-0.243,-0.918,0.59,-0.816,0.067,-0.63,0.225,-0.008,0.041,0.242
'0:00.143',0.873,0.192,-0.681,-0.533,0.777,-0.244,-0.917,0.59,-0.817,0.065,-0.629,0.225,-0.008,0.04,0.241
'0:00.144',0.875,0.194,-0.681,-0.534,0.778,-0.244,-0.915,0.59,-0.817,0.064,-0.63,0.223,-0.009,0.043,0.239
'0:00.145',0.876,0.194,-0.682,-0.535,0.779,-0.244,-0.915,0.59,-0.816,0.064,-0.63,0.222,-0.009,0.041,0.238
'0:00.146',0.875,0.196,-0.679,-0.536,0.777,-0.242,-0.914,0.591,-0.816,0.064,-0.631,0.223,-0.009,0.04,0.238
'0:00.147',0.877,0.198,-0.68,-0.537,0.778,-0.241,-0.912,0.592,-0.816,0.063,-0.629,0.224,-0.008,0.043,0.238
'0:00.148',0.875,0.197,-0.678,-0.536,0.776,-0.24,-0.912,0.592,-0.815,0.066,-0.629,0.223,-0.008,0.043,0.239
'0:00.149',0.875,0.197,-0.677,-0.536,0.776,-0.24,-0.911,0.593,-0.815,0.065,-0.629,0.223,-0.008,0.044,0.239
'0:00.150',0.877,0.198,-0.68,-0.537,0.778,-0.241,-0.911,0.593,-0.814,0.065,-0.627,0.225,-0.007,0.043,0.238
'0:00.151',0.876,0.198,-0.679,-0.537,0.777,-0.241,-0.912,0.594,-0.815,0.066,-0.627,0.226,-0.006,0.042,0.24
'0:00.152',0.877,0.198,-0.679,-0.537,0.778,-0.241,-0.912,0.593,-0.814,0.066,-0.626,0.228,-0.005,0.043,0.239
'0:00.153',0.875,0.196,-0.678,-0.535,0.776,-0.241,-0.912,0.594,-0.812,0.067,-0.625,0.229,-0.006,0.042,0.237
'0:00.154',0.874,0.193,-0.681,-0.534,0.777,-0.244,-0.911,0.595,-0.812,0.067,-0.624,0.229,-0.006,0.042,0.237
'0:00.155',0.878,0.196,-0.682,-0.537,0.78,-0.243,-0.91,0.597,-0.81,0.067,-0.623,0.229,-0.006,0.043,0.236
'0:00.156',0.88,0.198,-0.682,-0.539,0.781,-0.242,-0.909,0.599,-0.811,0.069,-0.622,0.229,-0.006,0.042,0.235
'0:00.157',0.881,0.198,-0.684,-0.539,0.782,-0.243,-0.907,0.599,-0.809,0.071,-0.62,0.232,-0.004,0.04,0.233
'0:00.158',0.882,0.198,-0.684,-0.54,0.783,-0.243,-0.906,0.602,-0.806,0.072,-0.619,0.234,-0.003,0.042,0.233
'0:00.159',0.882,0.199,-0.683,-0.54,0.782,-0.242,-0.905,0.603,-0.804,0.072,-0.62,0.234,-0.004,0.044,0.233
'0:00.160',0.883,0.202,-0.682,-0.542,0.782,-0.24,-0.905,0.603,-0.801,0.074,-0.618,0.234,-0.003,0.045,0.231
'0:00.161',0.886,0.204,-0.682,-0.545,0.784,-0.239,-0.904,0.606,-0.798,0.076,-0.616,0.237,-0.002,0.049,0.232
'0:00.162',0.887,0.205,-0.681,-0.546,0.784,-0.238,-0.902,0.608,-0.798,0.076,-0.618,0.236,-0.002,0.047,0.231
'0:00.163',0.886,0.206,-0.679,-0.546,0.782,-0.237,-0.902,0.611,-0.796,0.079,-0.616,0.237,-0.002,0.044,0.229
'0:00.164',0.886,0.208,-0.677,-0.547,0.781,-0.234,-0.901,0.611,-0.793,0.082,-0.614,0.239,0,0.051,0.228
'0:00.165',0.886,0.211,-0.676,-0.549,0.781,-0.233,-0.899,0.614,-0.791,0.084,-0.612,0.239,-0.001,0.052,0.226
'0:00.166',0.888,0.216,-0.672,-0.552,0.78,-0.228,-0.899,0.616,-0.787,0.087,-0.609,0.241,-0.001,0.055,0.225
'0:00.167',0.889,0.22,-0.669,-0.555,0.779,-0.225,-0.899,0.617,-0.787,0.088,-0.609,0.242,-0.001,0.058,0.224
'0:00.168',0.888,0.218,-0.67,-0.553,0.779,-0.226,-0.898,0.618,-0.787,0.088,-0.609,0.241,-0.002,0.058,0.224
'0:00.169',0.885,0.216,-0.668,-0.55,0.776,-0.226,-0.897,0.616,-0.788,0.088,-0.61,0.239,-0.005,0.059,0.224
'0:00.170',0.883,0.217,-0.666,-0.55,0.774,-0.225,-0.898,0.615,-0.789,0.087,-0.611,0.238,-0.006,0.06,0.224
'0:00.171',0.886,0.222,-0.664,-0.554,0.775,-0.221,-0.898,0.614,-0.789,0.087,-0.611,0.239,-0.006,0.065,0.222
'0:00.172',0.886,0.225,-0.661,-0.556,0.774,-0.218,-0.896,0.616,-0.787,0.089,-0.61,0.238,-0.006,0.069,0.222
'0:00.173',0.882,0.227,-0.655,-0.555,0.768,-0.214,-0.893,0.619,-0.785,0.092,-0.609,0.239,-0.007,0.07,0.221
'0:00.174',0.882,0.228,-0.654,-0.555,0.768,-0.213,-0.892,0.621,-0.784,0.093,-0.61,0.239,-0.009,0.072,0.216
'0:00.175',0.886,0.231,-0.656,-0.558,0.771,-0.213,-0.89,0.62,-0.784,0.093,-0.61,0.24,-0.009,0.072,0.216
'0:00.176',0.887,0.233,-0.654,-0.56,0.77,-0.21,-0.891,0.621,-0.783,0.094,-0.608,0.241,-0.007,0.075,0.215
'0:00.177',0.889,0.236,-0.653,-0.563,0.77,-0.208,-0.891,0.623,-0.783,0.094,-0.607,0.241,-0.006,0.079,0.215
'0:00.178',0.889,0.238,-0.651,-0.565,0.77,-0.206,-0.891,0.624,-0.783,0.094,-0.607,0.242,-0.005,0.078,0.216
'0:00.179',0.89,0.24,-0.649,-0.566,0.769,-0.204,-0.894,0.624,-0.783,0.095,-0.605,0.245,-0.002,0.078,0.216
'0:00.180',0.893,0.247,-0.645,-0.571,0.769,-0.199,-0.896,0.623,-0.782,0.096,-0.606,0.245,-0.001,0.085,0.217
'0:00.181',0.893,0.25,-0.643,-0.572,0.767,-0.197,-0.897,0.624,-0.781,0.096,-0.606,0.245,-0.002,0.088,0.218
'0:00.182',0.894,0.253,-0.642,-0.574,0.768,-0.195,-0.897,0.624,-0.782,0.097,-0.605,0.247,-0.002,0.089,0.217
'0:00.183',0.897,0.256,-0.642,-0.577,0.769,-0.194,-0.892,0.625,-0.779,0.098,-0.604,0.247,-0.001,0.09,0.215
'0:00.184',0.894,0.255,-0.639,-0.575,0.766,-0.193,-0.888,0.628,-0.777,0.099,-0.604,0.245,-0.004,0.089,0.213
'0:00.185',0.892,0.253,-0.64,-0.573,0.766,-0.194,-0.887,0.628,-0.778,0.098,-0.605,0.245,-0.005,0.087,0.212
'0:00.186',0.894,0.252,-0.641,-0.574,0.767,-0.195,-0.886,0.629,-0.778,0.099,-0.604,0.245,-0.004,0.087,0.211
