'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
0.039,0.264,-3.115,-3.378,1.425,1.821,-3.246,0.08,1.522,1.077,-0.261,0.104,0.182,0.727,-3.045,0.485
0.04,0.271,-3.1,-3.371,1.415,1.821,-3.236,0.088,1.529,1.083,-0.254,0.112,0.193,0.73,-3.038,0.475
0.041,0.277,-3.095,-3.372,1.409,1.825,-3.233,0.087,1.524,1.078,-0.255,0.113,0.194,0.728,-3.035,0.478
0.042,0.274,-3.099,-3.373,1.413,1.823,-3.236,0.081,1.524,1.079,-0.255,0.114,0.197,0.736,-3.037,0.48
0.043,0.281,-3.087,-3.368,1.403,1.825,-3.228,0.085,1.527,1.079,-0.252,0.117,0.201,0.74,-3.024,0.483
0.044,0.287,-3.083,-3.369,1.398,1.828,-3.226,0.086,1.528,1.084,-0.248,0.122,0.204,0.742,-3.03,0.481
0.045,0.286,-3.084,-3.37,1.399,1.829,-3.228,0.077,1.52,1.083,-0.251,0.119,0.203,0.741,-3.038,0.478
0.046,0.288,-3.084,-3.373,1.398,1.831,-3.228,0.076,1.522,1.079,-0.252,0.12,0.203,0.743,-3.033,0.486
0.047,0.287,-3.087,-3.375,1.4,1.831,-3.231,0.075,1.524,1.081,-0.251,0.12,0.206,0.746,-3.035,0.488
0.048,0.291,-3.081,-3.372,1.395,1.832,-3.227,0.075,1.52,1.085,-0.244,0.127,0.212,0.751,-3.034,0.474
0.049,0.293,-3.074,-3.368,1.39,1.831,-3.22,0.08,1.534,1.091,-0.242,0.131,0.217,0.751,-3.025,0.47
0.05,0.29,-3.071,-3.362,1.39,1.827,-3.216,0.075,1.528,1.083,-0.249,0.129,0.215,0.752,-3.022,0.479
0.051,0.292,-3.066,-3.357,1.387,1.825,-3.212,0.074,1.524,1.083,-0.244,0.132,0.218,0.753,-3.014,0.48
0.052,0.297,-3.062,-3.359,1.383,1.828,-3.211,0.07,1.518,1.083,-0.243,0.132,0.22,0.754,-3.01,0.482
0.053,0.304,-3.061,-3.365,1.379,1.835,-3.213,0.066,1.514,1.079,-0.246,0.131,0.222,0.765,-3.017,0.488
0.054,0.306,-3.055,-3.361,1.375,1.833,-3.208,0.063,1.514,1.076,-0.249,0.13,0.224,0.766,-3.013,0.49
0.055,0.304,-3.05,-3.353,1.373,1.829,-3.201,0.063,1.512,1.076,-0.248,0.132,0.226,0.765,-3.007,0.484
0.056,0.308,-3.049,-3.357,1.371,1.833,-3.203,0.06,1.511,1.077,-0.249,0.133,0.228,0.768,-3.005,0.482
0.057,0.315,-3.043,-3.358,1.364,1.837,-3.201,0.057,1.508,1.076,-0.25,0.133,0.23,0.769,-3.001,0.477
0.058,0.306,-3.049,-3.355,1.371,1.831,-3.202,0.06,1.508,1.075,-0.257,0.123,0.223,0.761,-3.009,0.477
0.059,0.303,-3.057,-3.361,1.377,1.832,-3.209,0.053,1.5,1.067,-0.262,0.12,0.222,0.762,-3.015,0.488
0.06,0.305,-3.051,-3.356,1.373,1.831,-3.204,0.053,1.499,1.067,-0.258,0.128,0.233,0.772,-3.008,0.491
0.061,0.3,-3.051,-3.352,1.375,1.827,-3.201,0.056,1.498,1.06,-0.271,0.115,0.221,0.762,-3.004,0.495
0.062,0.306,-3.046,-3.352,1.369,1.829,-3.199,0.049,1.49,1.053,-0.273,0.116,0.224,0.763,-2.998,0.498
0.063,0.308,-3.042,-3.349,1.367,1.829,-3.196,0.052,1.496,1.058,-0.266,0.123,0.235,0.769,-2.996,0.498
0.064,0.311,-3.043,-3.354,1.365,1.833,-3.199,0.057,1.5,1.054,-0.274,0.115,0.228,0.764,-2.999,0.501
0.065,0.307,-3.045,-3.352,1.369,1.829,-3.198,0.051,1.488,1.046,-0.279,0.113,0.227,0.76,-2.994,0.505
0.066,0.309,-3.049,-3.358,1.37,1.833,-3.204,0.042,1.482,1.039,-0.286,0.107,0.225,0.76,-2.997,0.516
0.067,0.316,-3.05,-3.365,1.367,1.841,-3.208,0.045,1.482,1.038,-0.289,0.106,0.226,0.764,-3.004,0.52
0.068,0.317,-3.05,-3.367,1.367,1.841,-3.209,0.051,1.482,1.04,-0.289,0.105,0.229,0.764,-3.002,0.516
0.069,0.317,-3.051,-3.368,1.367,1.842,-3.209,0.049,1.492,1.04,-0.297,0.097,0.226,0.761,-3.002,0.516
0.07,0.309,-3.055,-3.365,1.373,1.837,-3.21,0.045,1.478,1.029,-0.301,0.097,0.226,0.759,-3.006,0.521
0.071,0.308,-3.059,-3.368,1.375,1.837,-3.213,0.04,1.458,1.016,-0.309,0.093,0.225,0.758,-3.018,0.528
0.072,0.308,-3.061,-3.369,1.377,1.839,-3.215,0.046,1.471,1.018,-0.314,0.086,0.221,0.754,-3.026,0.528
0.073,0.302,-3.067,-3.369,1.383,1.835,-3.217,0.05,1.473,1.014,-0.322,0.075,0.212,0.746,-3.027,0.532
0.074,0.299,-3.067,-3.366,1.384,1.833,-3.217,0.045,1.463,1.004,-0.331,0.067,0.207,0.74,-3.018,0.539
0.075,0.301,-3.06,-3.361,1.379,1.831,-3.211,0.042,1.462,1.001,-0.334,0.066,0.209,0.741,-3.01,0.54
0.076,0.293,-3.071,-3.364,1.389,1.829,-3.217,0.04,1.454,0.992,-0.343,0.057,0.203,0.738,-3.019,0.543
0.077,0.289,-3.075,-3.364,1.393,1.827,-3.219,0.043,1.452,0.987,-0.35,0.05,0.2,0.731,-3.021,0.541
0.078,0.288,-3.071,-3.358,1.391,1.823,-3.215,0.045,1.451,0.981,-0.357,0.044,0.199,0.73,-3.014,0.55
0.079,0.295,-3.071,-3.366,1.388,1.831,-3.219,0.04,1.438,0.971,-0.368,0.035,0.193,0.725,-3.011,0.567
0.08,0.298,-3.076,-3.374,1.389,1.836,-3.225,0.043,1.439,0.968,-0.377,0.026,0.183,0.716,-3.014,0.572
0.081,0.287,-3.083,-3.37,1.398,1.829,-3.227,0.043,1.437,0.96,-0.386,0.016,0.175,0.712,-3.018,0.578
0.082,0.286,-3.081,-3.367,1.397,1.827,-3.224,0.042,1.431,0.954,-0.393,0.011,0.173,0.708,-3.018,0.577
0.083,0.28,-3.087,-3.367,1.403,1.823,-3.227,0.045,1.435,0.95,-0.403,0.001,0.163,0.698,-3.019,0.573
0.084,0.277,-3.094,-3.37,1.409,1.823,-3.232,0.044,1.425,0.939,-0.413,-0.008,0.158,0.689,-3.026,0.574
0.085,0.278,-3.094,-3.371,1.409,1.824,-3.232,0.049,1.429,0.936,-0.42,-0.015,0.153,0.682,-3.027,0.576
0.086,0.276,-3.099,-3.374,1.411,1.825,-3.236,0.052,1.432,0.934,-0.427,-0.026,0.145,0.673,-3.027,0.587
0.087,0.272,-3.104,-3.377,1.417,1.825,-3.24,0.049,1.416,0.923,-0.432,-0.029,0.144,0.67,-3.03,0.598
0.088,0.264,-3.105,-3.369,1.421,1.817,-3.237,0.051,1.415,0.916,-0.442,-0.038,0.138,0.664,-3.036,0.596
0.089,0.257,-3.108,-3.365,1.425,1.811,-3.236,0.054,1.415,0.908,-0.452,-0.05,0.128,0.655,-3.035,0.597
0.09,0.254,-3.112,-3.365,1.429,1.809,-3.239,0.052,1.403,0.896,-0.462,-0.059,0.119,0.646,-3.025,0.601
0.091,0.254,-3.119,-3.373,1.433,1.813,-3.245,0.051,1.401,0.892,-0.471,-0.07,0.11,0.636,-3.038,0.603
0.092,0.246,-3.127,-3.374,1.44,1.81,-3.251,0.058,1.403,0.886,-0.479,-0.079,0.102,0.63,-3.048,0.608
0.093,0.239,-3.135,-3.373,1.448,1.806,-3.254,0.067,1.406,0.885,-0.484,-0.086,0.096,0.622,-3.049,0.608
0.094,0.24,-3.131,-3.371,1.446,1.806,-3.252,0.061,1.402,0.879,-0.492,-0.094,0.091,0.615,-3.049,0.614
0.095,0.234,-3.132,-3.367,1.449,1.8,-3.25,0.063,1.398,0.872,-0.501,-0.103,0.084,0.605,-3.054,0.618
0.096,0.228,-3.144,-3.372,1.458,1.8,-3.257,0.075,1.403,0.871,-0.508,-0.112,0.072,0.593,-3.062,0.617
0.097,0.224,-3.146,-3.369,1.461,1.796,-3.257,0.07,1.393,0.862,-0.517,-0.119,0.067,0.588,-3.061,0.616
0.098,0.214,-3.155,-3.369,1.47,1.792,-3.263,0.071,1.395,0.86,-0.524,-0.129,0.061,0.584,-3.064,0.62
0.099,0.204,-3.167,-3.37,1.481,1.787,-3.268,0.077,1.394,0.851,-0.536,-0.142,0.049,0.571,-3.071,0.628
0.1,0.205,-3.168,-3.373,1.481,1.79,-3.271,0.074,1.379,0.838,-0.546,-0.149,0.043,0.566,-3.075,0.63
0.101,0.207,-3.167,-3.374,1.48,1.79,-3.271,0.075,1.382,0.839,-0.55,-0.153,0.04,0.565,-3.075,0.632
0.102,0.201,-3.171,-3.372,1.486,1.786,-3.272,0.08,1.387,0.837,-0.555,-0.162,0.029,0.554,-3.074,0.635
0.103,0.202,-3.179,-3.38,1.488,1.79,-3.279,0.08,1.383,0.831,-0.564,-0.17,0.024,0.55,-3.08,0.633
0.104,0.194,-3.185,-3.379,1.496,1.786,-3.282,0.08,1.381,0.827,-0.57,-0.176,0.019,0.544,-3.095,0.631
0.105,0.181,-3.192,-3.373,1.506,1.777,-3.283,0.081,1.378,0.824,-0.573,-0.179,0.015,0.538,-3.089,0.642
0.106,0.183,-3.191,-3.375,1.504,1.779,-3.283,0.088,1.38,0.824,-0.576,-0.184,0.012,0.531,-3.084,0.642
0.107,0.186,-3.193,-3.38,1.504,1.783,-3.287,0.085,1.381,0.822,-0.581,-0.192,0.004,0.523,-3.092,0.643
0.108,0.164,-3.219,-3.383,1.528,1.774,-3.301,0.071,1.36,0.803,-0.6,-0.207,-0.009,0.513,-3.095,0.654
0.109,0.174,-3.211,-3.385,1.518,1.78,-3.298,0.087,1.369,0.805,-0.596,-0.205,-0.005,0.511,-3.102,0.646
0.11,0.199,-3.188,-3.388,1.495,1.794,-3.288,0.108,1.395,0.822,-0.585,-0.198,0.001,0.509,-3.112,0.64
0.111,0.18,-3.208,-3.388,1.514,1.784,-3.297,0.111,1.383,0.81,-0.598,-0.213,-0.017,0.492,-3.105,0.646
0.112,0.166,-3.219,-3.385,1.527,1.775,-3.302,0.11,1.383,0.805,-0.604,-0.221,-0.022,0.487,-3.101,0.654
0.113,0.161,-3.225,-3.386,1.532,1.774,-3.305,0.107,1.383,0.808,-0.607,-0.226,-0.028,0.481,-3.111,0.654
0.114,0.16,-3.228,-3.388,1.534,1.774,-3.308,0.112,1.373,0.802,-0.609,-0.228,-0.034,0.476,-3.114,0.651
0.115,0.162,-3.225,-3.388,1.532,1.775,-3.307,0.11,1.379,0.799,-0.616,-0.235,-0.038,0.475,-3.115,0.659
0.116,0.157,-3.235,-3.392,1.539,1.774,-3.313,0.109,1.375,0.79,-0.625,-0.246,-0.046,0.469,-3.123,0.663
0.117,0.15,-3.241,-3.392,1.546,1.771,-3.317,0.112,1.369,0.782,-0.63,-0.25,-0.051,0.463,-3.127,0.667
0.118,0.147,-3.239,-3.385,1.546,1.766,-3.312,0.113,1.375,0.785,-0.635,-0.257,-0.059,0.454,-3.122,0.668
0.119,0.142,-3.248,-3.39,1.552,1.766,-3.318,0.113,1.373,0.783,-0.637,-0.261,-0.062,0.455,-3.129,0.668
0.12,0.139,-3.25,-3.389,1.556,1.764,-3.319,0.114,1.371,0.782,-0.638,-0.263,-0.061,0.454,-3.13,0.666
0.121,0.139,-3.244,-3.382,1.552,1.76,-3.312,0.116,1.369,0.78,-0.64,-0.263,-0.061,0.449,-3.128,0.658
0.122,0.133,-3.252,-3.384,1.56,1.758,-3.317,0.118,1.371,0.772,-0.647,-0.273,-0.072,0.443,-3.132,0.66
0.123,0.132,-3.253,-3.386,1.561,1.759,-3.32,0.117,1.369,0.773,-0.646,-0.273,-0.075,0.441,-3.132,0.658
0.124,0.136,-3.255,-3.39,1.56,1.763,-3.322,0.117,1.367,0.774,-0.648,-0.273,-0.074,0.443,-3.139,0.659
0.125,0.135,-3.257,-3.392,1.562,1.763,-3.324,0.122,1.373,0.772,-0.654,-0.28,-0.079,0.436,-3.134,0.664
0.126,0.133,-3.26,-3.393,1.563,1.763,-3.326,0.122,1.371,0.774,-0.649,-0.276,-0.076,0.436,-3.129,0.665
0.127,0.129,-3.264,-3.392,1.567,1.76,-3.328,0.122,1.367,0.773,-0.652,-0.281,-0.081,0.431,-3.131,0.671
0.128,0.13,-3.267,-3.396,1.569,1.763,-3.332,0.124,1.367,0.769,-0.654,-0.285,-0.087,0.427,-3.143,0.67
0.129,0.133,-3.267,-3.4,1.567,1.766,-3.333,0.122,1.364,0.763,-0.656,-0.284,-0.086,0.429,-3.147,0.666
0.13,0.134,-3.262,-3.396,1.565,1.764,-3.329,0.128,1.369,0.767,-0.655,-0.282,-0.082,0.429,-3.139,0.666
0.131,0.131,-3.265,-3.397,1.567,1.764,-3.331,0.134,1.379,0.774,-0.651,-0.281,-0.081,0.432,-3.142,0.67
0.132,0.129,-3.269,-3.399,1.57,1.764,-3.334,0.131,1.371,0.768,-0.654,-0.286,-0.089,0.426,-3.147,0.674
0.133,0.132,-3.268,-3.4,1.568,1.766,-3.333,0.13,1.373,0.77,-0.654,-0.286,-0.088,0.426,-3.148,0.673
0.134,0.13,-3.272,-3.401,1.571,1.766,-3.337,0.129,1.375,0.769,-0.659,-0.291,-0.092,0.424,-3.145,0.679
0.135,0.129,-3.272,-3.401,1.571,1.764,-3.336,0.13,1.371,0.766,-0.663,-0.296,-0.1,0.417,-3.144,0.683
0.136,0.126,-3.273,-3.398,1.573,1.762,-3.336,0.133,1.369,0.763,-0.664,-0.296,-0.098,0.417,-3.146,0.679
0.137,0.123,-3.272,-3.396,1.574,1.76,-3.334,0.134,1.369,0.761,-0.666,-0.297,-0.101,0.416,-3.14,0.678
0.138,0.116,-3.278,-3.394,1.581,1.755,-3.336,0.126,1.371,0.762,-0.666,-0.299,-0.103,0.416,-3.136,0.681
0.139,0.111,-3.283,-3.393,1.586,1.752,-3.338,0.122,1.365,0.76,-0.668,-0.3,-0.105,0.416,-3.135,0.683
0.14,0.135,-3.264,-3.398,1.565,1.766,-3.332,0.129,1.369,0.77,-0.659,-0.294,-0.1,0.418,-3.131,0.683
0.141,0.13,-3.274,-3.404,1.572,1.767,-3.339,0.136,1.377,0.779,-0.656,-0.294,-0.102,0.413,-3.143,0.682
0.142,0.119,-3.281,-3.401,1.581,1.76,-3.341,0.136,1.367,0.762,-0.671,-0.306,-0.113,0.405,-3.148,0.684
0.143,0.132,-3.273,-3.405,1.571,1.768,-3.338,0.131,1.363,0.757,-0.674,-0.307,-0.112,0.408,-3.144,0.68
0.144,0.123,-3.281,-3.405,1.579,1.764,-3.343,0.135,1.371,0.765,-0.668,-0.304,-0.111,0.409,-3.147,0.677
0.145,0.122,-3.28,-3.402,1.579,1.762,-3.341,0.134,1.369,0.762,-0.669,-0.304,-0.113,0.406,-3.144,0.679
0.146,0.123,-3.28,-3.404,1.578,1.764,-3.342,0.135,1.367,0.763,-0.67,-0.306,-0.113,0.404,-3.142,0.679
0.147,0.112,-3.293,-3.405,1.591,1.758,-3.349,0.133,1.369,0.761,-0.671,-0.309,-0.116,0.403,-3.158,0.686
0.148,0.111,-3.293,-3.404,1.591,1.757,-3.349,0.13,1.369,0.761,-0.669,-0.304,-0.115,0.402,-3.155,0.683
0.149,0.121,-3.281,-3.402,1.58,1.762,-3.341,0.139,1.375,0.764,-0.668,-0.303,-0.112,0.401,-3.147,0.673
0.15,0.123,-3.284,-3.408,1.581,1.766,-3.346,0.141,1.379,0.762,-0.668,-0.304,-0.113,0.4,-3.159,0.677
0.151,0.125,-3.285,-3.41,1.58,1.768,-3.348,0.139,1.374,0.764,-0.665,-0.303,-0.112,0.402,-3.157,0.677
0.152,0.126,-3.285,-3.412,1.579,1.768,-3.349,0.139,1.374,0.763,-0.665,-0.304,-0.112,0.401,-3.156,0.676
0.153,0.117,-3.288,-3.406,1.585,1.762,-3.348,0.138,1.371,0.761,-0.668,-0.305,-0.113,0.397,-3.155,0.678
0.154,0.117,-3.287,-3.405,1.585,1.761,-3.346,0.137,1.377,0.764,-0.664,-0.301,-0.108,0.4,-3.155,0.678
0.155,0.118,-3.288,-3.405,1.585,1.762,-3.346,0.139,1.379,0.767,-0.662,-0.303,-0.111,0.399,-3.157,0.681
0.156,0.114,-3.28,-3.393,1.583,1.754,-3.337,0.145,1.376,0.763,-0.665,-0.304,-0.111,0.395,-3.144,0.679
0.157,0.117,-3.277,-3.394,1.58,1.756,-3.336,0.144,1.377,0.766,-0.662,-0.298,-0.106,0.401,-3.139,0.678
0.158,0.112,-3.287,-3.398,1.587,1.755,-3.342,0.143,1.378,0.767,-0.666,-0.305,-0.113,0.397,-3.149,0.678
0.159,0.111,-3.29,-3.401,1.59,1.755,-3.345,0.144,1.377,0.765,-0.667,-0.305,-0.114,0.397,-3.155,0.677
0.16,0.119,-3.285,-3.405,1.583,1.762,-3.345,0.139,1.371,0.76,-0.669,-0.307,-0.115,0.398,-3.153,0.677
0.161,0.119,-3.283,-3.402,1.582,1.76,-3.342,0.142,1.377,0.762,-0.67,-0.307,-0.114,0.398,-3.15,0.676
0.162,0.117,-3.288,-3.405,1.585,1.761,-3.346,0.139,1.371,0.769,-0.664,-0.303,-0.114,0.399,-3.157,0.677
0.163,0.118,-3.287,-3.405,1.585,1.762,-3.346,0.141,1.371,0.763,-0.667,-0.305,-0.114,0.396,-3.16,0.67
0.164,0.113,-3.287,-3.4,1.587,1.756,-3.344,0.144,1.377,0.763,-0.669,-0.306,-0.114,0.393,-3.15,0.67
0.165,0.108,-3.287,-3.395,1.589,1.752,-3.341,0.141,1.373,0.765,-0.667,-0.306,-0.117,0.389,-3.147,0.675
0.166,0.113,-3.287,-3.4,1.587,1.756,-3.344,0.147,1.375,0.762,-0.667,-0.305,-0.114,0.392,-3.151,0.678
0.167,0.118,-3.284,-3.402,1.583,1.76,-3.343,0.148,1.38,0.766,-0.666,-0.304,-0.113,0.394,-3.152,0.668
0.168,0.116,-3.283,-3.399,1.583,1.758,-3.341,0.143,1.375,0.766,-0.665,-0.303,-0.115,0.392,-3.155,0.668
0.169,0.114,-3.288,-3.401,1.587,1.756,-3.344,0.139,1.369,0.763,-0.668,-0.306,-0.117,0.39,-3.162,0.669
0.17,0.116,-3.287,-3.403,1.585,1.76,-3.345,0.143,1.375,0.768,-0.667,-0.304,-0.117,0.392,-3.16,0.665
0.171,0.116,-3.285,-3.401,1.585,1.758,-3.344,0.141,1.378,0.769,-0.666,-0.307,-0.118,0.39,-3.156,0.676
0.172,0.114,-3.283,-3.397,1.585,1.756,-3.34,0.141,1.373,0.766,-0.667,-0.306,-0.116,0.391,-3.154,0.673
0.173,0.117,-3.277,-3.394,1.581,1.755,-3.336,0.145,1.374,0.766,-0.665,-0.3,-0.114,0.395,-3.144,0.672
0.174,0.118,-3.276,-3.394,1.579,1.756,-3.335,0.14,1.375,0.767,-0.665,-0.305,-0.117,0.393,-3.147,0.676
0.175,0.123,-3.275,-3.398,1.575,1.76,-3.337,0.143,1.378,0.769,-0.665,-0.305,-0.117,0.394,-3.156,0.674
0.176,0.119,-3.273,-3.392,1.577,1.756,-3.333,0.145,1.379,0.772,-0.663,-0.305,-0.117,0.394,-3.156,0.666
0.177,0.11,-3.277,-3.387,1.584,1.748,-3.333,0.145,1.375,0.767,-0.668,-0.307,-0.117,0.394,-3.155,0.66
0.178,0.104,-3.286,-3.39,1.591,1.747,-3.338,0.143,1.378,0.768,-0.669,-0.309,-0.121,0.392,-3.164,0.668
0.179,0.109,-3.29,-3.399,1.591,1.754,-3.345,0.14,1.369,0.761,-0.674,-0.315,-0.129,0.387,-3.17,0.674
0.18,0.117,-3.283,-3.4,1.583,1.758,-3.341,0.139,1.365,0.761,-0.674,-0.313,-0.127,0.387,-3.155,0.669
0.181,0.115,-3.281,-3.396,1.583,1.756,-3.338,0.143,1.375,0.769,-0.668,-0.308,-0.122,0.39,-3.154,0.669
0.182,0.112,-3.284,-3.396,1.586,1.754,-3.34,0.145,1.373,0.766,-0.67,-0.309,-0.121,0.391,-3.151,0.671
0.183,0.109,-3.283,-3.392,1.587,1.75,-3.337,0.141,1.37,0.765,-0.669,-0.309,-0.12,0.389,-3.148,0.669
0.184,0.108,-3.288,-3.397,1.59,1.752,-3.342,0.142,1.374,0.764,-0.67,-0.309,-0.121,0.39,-3.159,0.67
0.185,0.109,-3.289,-3.398,1.59,1.754,-3.344,0.142,1.375,0.769,-0.665,-0.309,-0.122,0.389,-3.152,0.668
0.186,0.109,-3.288,-3.396,1.589,1.752,-3.341,0.142,1.372,0.767,-0.665,-0.308,-0.121,0.388,-3.148,0.671
0.187,0.117,-3.285,-3.402,1.584,1.76,-3.344,0.141,1.364,0.763,-0.667,-0.307,-0.12,0.393,-3.151,0.681
0.188,0.119,-3.284,-3.402,1.583,1.761,-3.343,0.143,1.371,0.767,-0.666,-0.307,-0.118,0.394,-3.152,0.677
0.189,0.112,-3.284,-3.396,1.586,1.754,-3.34,0.144,1.379,0.769,-0.668,-0.308,-0.118,0.391,-3.154,0.668
0.19,0.111,-3.284,-3.394,1.587,1.753,-3.34,0.141,1.376,0.77,-0.665,-0.305,-0.119,0.39,-3.146,0.672
0.191,0.11,-3.289,-3.398,1.59,1.754,-3.344,0.144,1.377,0.768,-0.667,-0.303,-0.121,0.391,-3.15,0.676
0.192,0.11,-3.288,-3.397,1.589,1.753,-3.342,0.145,1.371,0.767,-0.665,-0.304,-0.118,0.393,-3.161,0.665
0.193,0.109,-3.287,-3.395,1.589,1.752,-3.341,0.144,1.372,0.767,-0.666,-0.306,-0.119,0.39,-3.166,0.661
0.194,0.119,-3.28,-3.4,1.581,1.76,-3.34,0.141,1.38,0.771,-0.666,-0.307,-0.121,0.393,-3.156,0.668
0.195,0.119,-3.276,-3.395,1.578,1.757,-3.336,0.139,1.375,0.771,-0.666,-0.306,-0.119,0.396,-3.153,0.667
0.196,0.112,-3.283,-3.395,1.585,1.754,-3.339,0.137,1.369,0.767,-0.672,-0.309,-0.122,0.396,-3.159,0.674
