'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.013',-5.396,-5.292,0.103,5.343,-2.749,-2.594,-0.766,-1.458,-1.046,-0.518,-0.452,-1.722,-0.504,-0.29,-0.51
'0:00.014',-5.394,-5.288,0.104,5.341,-2.749,-2.592,-0.765,-1.458,-1.047,-0.519,-0.452,-1.722,-0.505,-0.292,-0.51
'0:00.015',-5.395,-5.29,0.105,5.342,-2.751,-2.591,-0.765,-1.458,-1.048,-0.519,-0.451,-1.722,-0.504,-0.294,-0.509
'0:00.016',-5.395,-5.29,0.104,5.343,-2.749,-2.593,-0.768,-1.46,-1.048,-0.519,-0.451,-1.722,-0.504,-0.295,-0.51
'0:00.017',-5.394,-5.29,0.104,5.341,-2.749,-2.592,-0.768,-1.459,-1.046,-0.519,-0.451,-1.721,-0.503,-0.294,-0.509
'0:00.018',-5.393,-5.287,0.105,5.34,-2.748,-2.591,-0.766,-1.458,-1.044,-0.517,-0.448,-1.72,-0.502,-0.291,-0.509
'0:00.019',-5.392,-5.285,0.106,5.338,-2.749,-2.59,-0.765,-1.456,-1.044,-0.516,-0.448,-1.72,-0.504,-0.29,-0.509
'0:00.020',-5.394,-5.288,0.106,5.341,-2.75,-2.591,-0.766,-1.457,-1.044,-0.517,-0.448,-1.72,-0.503,-0.293,-0.509
'0:00.021',-5.393,-5.29,0.102,5.341,-2.748,-2.594,-0.767,-1.459,-1.045,-0.518,-0.447,-1.72,-0.502,-0.299,-0.508
'0:00.022',-5.391,-5.29,0.101,5.34,-2.747,-2.594,-0.768,-1.458,-1.044,-0.518,-0.447,-1.719,-0.503,-0.298,-0.508
'0:00.023',-5.394,-5.29,0.102,5.341,-2.748,-2.594,-0.765,-1.458,-1.043,-0.519,-0.448,-1.718,-0.503,-0.295,-0.509
'0:00.024',-5.396,-5.292,0.103,5.343,-2.749,-2.594,-0.765,-1.458,-1.044,-0.519,-0.447,-1.718,-0.503,-0.293,-0.509
'0:00.025',-5.396,-5.291,0.104,5.343,-2.751,-2.593,-0.767,-1.46,-1.043,-0.518,-0.447,-1.718,-0.502,-0.289,-0.508
'0:00.026',-5.394,-5.292,0.102,5.343,-2.748,-2.595,-0.767,-1.46,-1.044,-0.52,-0.448,-1.72,-0.502,-0.292,-0.507
'0:00.027',-5.393,-5.293,0.1,5.343,-2.746,-2.596,-0.767,-1.461,-1.044,-0.521,-0.449,-1.72,-0.503,-0.296,-0.507
'0:00.028',-5.391,-5.292,0.099,5.341,-2.745,-2.596,-0.769,-1.462,-1.046,-0.519,-0.448,-1.719,-0.502,-0.298,-0.507
'0:00.029',-5.39,-5.292,0.098,5.341,-2.744,-2.596,-0.768,-1.461,-1.045,-0.52,-0.448,-1.718,-0.501,-0.3,-0.507
'0:00.030',-5.393,-5.294,0.098,5.343,-2.745,-2.598,-0.77,-1.46,-1.045,-0.519,-0.448,-1.718,-0.501,-0.298,-0.507
'0:00.031',-5.394,-5.293,0.101,5.343,-2.748,-2.596,-0.769,-1.46,-1.046,-0.52,-0.448,-1.719,-0.503,-0.293,-0.508
'0:00.032',-5.395,-5.294,0.101,5.344,-2.748,-2.596,-0.767,-1.46,-1.045,-0.522,-0.449,-1.72,-0.504,-0.29,-0.509
'0:00.033',-5.394,-5.294,0.1,5.344,-2.748,-2.596,-0.767,-1.46,-1.045,-0.522,-0.448,-1.721,-0.505,-0.292,-0.509
'0:00.034',-5.391,-5.293,0.098,5.343,-2.745,-2.598,-0.768,-1.46,-1.044,-0.522,-0.449,-1.72,-0.504,-0.294,-0.508
'0:00.035',-5.392,-5.295,0.096,5.343,-2.744,-2.599,-0.768,-1.462,-1.046,-0.522,-0.451,-1.722,-0.504,-0.296,-0.508
'0:00.036',-5.391,-5.295,0.095,5.343,-2.743,-2.6,-0.768,-1.462,-1.046,-0.523,-0.451,-1.72,-0.503,-0.299,-0.507
'0:00.037',-5.389,-5.293,0.096,5.341,-2.742,-2.599,-0.769,-1.462,-1.046,-0.524,-0.45,-1.721,-0.502,-0.297,-0.507
'0:00.038',-5.389,-5.292,0.097,5.34,-2.743,-2.598,-0.768,-1.462,-1.046,-0.522,-0.448,-1.72,-0.501,-0.296,-0.507
'0:00.039',-5.393,-5.293,0.099,5.343,-2.746,-2.596,-0.767,-1.462,-1.045,-0.522,-0.449,-1.719,-0.5,-0.297,-0.507
'0:00.040',-5.398,-5.296,0.102,5.347,-2.75,-2.597,-0.766,-1.462,-1.046,-0.523,-0.45,-1.72,-0.503,-0.296,-0.506
'0:00.041',-5.396,-5.295,0.1,5.345,-2.748,-2.598,-0.765,-1.462,-1.044,-0.522,-0.448,-1.72,-0.502,-0.296,-0.507
'0:00.042',-5.391,-5.293,0.099,5.341,-2.745,-2.597,-0.765,-1.462,-1.044,-0.521,-0.449,-1.72,-0.501,-0.297,-0.507
'0:00.043',-5.393,-5.292,0.1,5.342,-2.746,-2.595,-0.766,-1.462,-1.044,-0.521,-0.449,-1.72,-0.503,-0.298,-0.507
'0:00.044',-5.392,-5.292,0.1,5.341,-2.746,-2.595,-0.766,-1.462,-1.044,-0.52,-0.449,-1.72,-0.503,-0.298,-0.507
'0:00.045',-5.394,-5.294,0.1,5.343,-2.747,-2.597,-0.767,-1.462,-1.044,-0.52,-0.45,-1.719,-0.502,-0.298,-0.506
'0:00.046',-5.396,-5.298,0.098,5.346,-2.747,-2.599,-0.768,-1.462,-1.045,-0.52,-0.45,-1.719,-0.502,-0.297,-0.506
'0:00.047',-5.396,-5.298,0.097,5.346,-2.746,-2.6,-0.769,-1.462,-1.046,-0.521,-0.452,-1.72,-0.502,-0.298,-0.506
'0:00.048',-5.397,-5.298,0.098,5.348,-2.748,-2.6,-0.77,-1.463,-1.048,-0.522,-0.451,-1.72,-0.502,-0.299,-0.506
'0:00.049',-5.396,-5.298,0.099,5.347,-2.748,-2.599,-0.769,-1.463,-1.046,-0.521,-0.45,-1.718,-0.501,-0.299,-0.506
'0:00.050',-5.397,-5.298,0.099,5.347,-2.748,-2.599,-0.769,-1.464,-1.046,-0.521,-0.451,-1.72,-0.501,-0.297,-0.505
'0:00.051',-5.399,-5.3,0.099,5.348,-2.748,-2.6,-0.768,-1.464,-1.048,-0.522,-0.452,-1.719,-0.502,-0.296,-0.505
'0:00.052',-5.399,-5.3,0.099,5.349,-2.749,-2.6,-0.768,-1.464,-1.046,-0.522,-0.452,-1.718,-0.502,-0.294,-0.506
'0:00.053',-5.399,-5.298,0.101,5.348,-2.75,-2.599,-0.768,-1.463,-1.045,-0.521,-0.451,-1.718,-0.502,-0.295,-0.505
'0:00.054',-5.399,-5.295,0.103,5.346,-2.751,-2.596,-0.768,-1.462,-1.046,-0.52,-0.451,-1.719,-0.502,-0.293,-0.505
'0:00.055',-5.397,-5.293,0.103,5.345,-2.75,-2.595,-0.767,-1.462,-1.046,-0.522,-0.451,-1.718,-0.502,-0.293,-0.505
'0:00.056',-5.391,-5.292,0.1,5.341,-2.745,-2.595,-0.765,-1.46,-1.045,-0.521,-0.451,-1.717,-0.501,-0.295,-0.505
'0:00.057',-5.391,-5.29,0.1,5.34,-2.745,-2.595,-0.765,-1.46,-1.045,-0.521,-0.451,-1.717,-0.501,-0.295,-0.506
'0:00.058',-5.394,-5.293,0.101,5.343,-2.747,-2.595,-0.767,-1.462,-1.045,-0.521,-0.452,-1.717,-0.501,-0.295,-0.505
'0:00.059',-5.393,-5.293,0.099,5.343,-2.745,-2.596,-0.767,-1.46,-1.045,-0.52,-0.451,-1.718,-0.502,-0.296,-0.506
'0:00.060',-5.389,-5.29,0.099,5.339,-2.744,-2.595,-0.766,-1.46,-1.045,-0.519,-0.449,-1.718,-0.502,-0.296,-0.506
'0:00.061',-5.389,-5.29,0.098,5.34,-2.744,-2.596,-0.766,-1.46,-1.044,-0.518,-0.449,-1.716,-0.501,-0.296,-0.506
'0:00.062',-5.391,-5.294,0.096,5.342,-2.744,-2.599,-0.766,-1.46,-1.044,-0.52,-0.451,-1.716,-0.502,-0.297,-0.507
'0:00.063',-5.391,-5.295,0.095,5.343,-2.743,-2.6,-0.767,-1.461,-1.045,-0.521,-0.45,-1.716,-0.502,-0.301,-0.506
'0:00.064',-5.39,-5.295,0.095,5.343,-2.742,-2.6,-0.767,-1.462,-1.046,-0.521,-0.45,-1.716,-0.502,-0.301,-0.505
'0:00.065',-5.391,-5.293,0.097,5.341,-2.744,-2.598,-0.765,-1.461,-1.046,-0.52,-0.452,-1.715,-0.501,-0.298,-0.505
'0:00.066',-5.393,-5.293,0.099,5.343,-2.745,-2.597,-0.764,-1.46,-1.045,-0.52,-0.451,-1.715,-0.502,-0.3,-0.506
'0:00.067',-5.394,-5.295,0.1,5.344,-2.747,-2.598,-0.763,-1.462,-1.046,-0.52,-0.451,-1.717,-0.504,-0.299,-0.506
'0:00.068',-5.394,-5.293,0.101,5.343,-2.748,-2.596,-0.763,-1.462,-1.046,-0.52,-0.452,-1.716,-0.504,-0.299,-0.506
'0:00.069',-5.394,-5.29,0.102,5.342,-2.748,-2.594,-0.763,-1.462,-1.046,-0.521,-0.451,-1.717,-0.503,-0.297,-0.505
'0:00.070',-5.391,-5.287,0.103,5.339,-2.748,-2.591,-0.763,-1.46,-1.046,-0.519,-0.45,-1.716,-0.503,-0.296,-0.505
'0:00.071',-5.388,-5.286,0.102,5.337,-2.745,-2.591,-0.763,-1.46,-1.045,-0.518,-0.449,-1.716,-0.504,-0.298,-0.506
'0:00.072',-5.385,-5.283,0.102,5.333,-2.744,-2.591,-0.762,-1.46,-1.044,-0.517,-0.448,-1.716,-0.504,-0.297,-0.505
'0:00.073',-5.385,-5.284,0.101,5.333,-2.743,-2.591,-0.763,-1.46,-1.044,-0.518,-0.449,-1.717,-0.505,-0.297,-0.505
'0:00.074',-5.386,-5.286,0.1,5.336,-2.743,-2.593,-0.763,-1.462,-1.044,-0.519,-0.449,-1.718,-0.505,-0.298,-0.505
'0:00.075',-5.388,-5.286,0.101,5.337,-2.744,-2.592,-0.762,-1.462,-1.044,-0.518,-0.449,-1.717,-0.505,-0.298,-0.506
'0:00.076',-5.389,-5.285,0.103,5.338,-2.747,-2.591,-0.761,-1.462,-1.044,-0.518,-0.449,-1.718,-0.505,-0.296,-0.506
'0:00.077',-5.389,-5.286,0.103,5.337,-2.746,-2.591,-0.76,-1.462,-1.044,-0.518,-0.449,-1.719,-0.506,-0.297,-0.507
'0:00.078',-5.389,-5.285,0.105,5.337,-2.748,-2.59,-0.761,-1.462,-1.044,-0.518,-0.45,-1.72,-0.507,-0.295,-0.508
'0:00.079',-5.391,-5.287,0.104,5.339,-2.748,-2.591,-0.763,-1.462,-1.044,-0.519,-0.453,-1.72,-0.505,-0.294,-0.507
'0:00.080',-5.391,-5.288,0.102,5.34,-2.747,-2.593,-0.764,-1.462,-1.046,-0.518,-0.453,-1.719,-0.503,-0.297,-0.506
'0:00.081',-5.391,-5.287,0.103,5.339,-2.748,-2.591,-0.764,-1.462,-1.046,-0.517,-0.452,-1.719,-0.504,-0.298,-0.507
'0:00.082',-5.391,-5.287,0.103,5.339,-2.748,-2.591,-0.765,-1.462,-1.045,-0.517,-0.452,-1.718,-0.504,-0.297,-0.506
'0:00.083',-5.389,-5.287,0.102,5.338,-2.745,-2.592,-0.768,-1.465,-1.047,-0.52,-0.454,-1.72,-0.504,-0.297,-0.505
'0:00.084',-5.388,-5.286,0.102,5.337,-2.745,-2.592,-0.769,-1.466,-1.048,-0.521,-0.454,-1.722,-0.505,-0.297,-0.506
'0:00.085',-5.392,-5.289,0.102,5.34,-2.748,-2.593,-0.77,-1.466,-1.048,-0.522,-0.454,-1.722,-0.505,-0.298,-0.506
'0:00.086',-5.395,-5.293,0.102,5.343,-2.748,-2.595,-0.772,-1.467,-1.048,-0.522,-0.455,-1.722,-0.504,-0.296,-0.505
'0:00.087',-5.398,-5.294,0.103,5.346,-2.751,-2.595,-0.775,-1.468,-1.048,-0.523,-0.456,-1.724,-0.505,-0.293,-0.505
'0:00.088',-5.402,-5.295,0.105,5.348,-2.753,-2.595,-0.775,-1.468,-1.048,-0.525,-0.457,-1.723,-0.505,-0.297,-0.506
'0:00.089',-5.399,-5.293,0.104,5.346,-2.752,-2.595,-0.773,-1.467,-1.048,-0.523,-0.455,-1.722,-0.504,-0.298,-0.506
'0:00.090',-5.396,-5.292,0.104,5.343,-2.751,-2.594,-0.774,-1.468,-1.047,-0.524,-0.455,-1.722,-0.504,-0.295,-0.505
'0:00.091',-5.397,-5.292,0.105,5.345,-2.751,-2.594,-0.772,-1.469,-1.048,-0.523,-0.456,-1.72,-0.505,-0.298,-0.506
'0:00.092',-5.397,-5.292,0.105,5.344,-2.751,-2.593,-0.772,-1.468,-1.049,-0.522,-0.455,-1.722,-0.504,-0.299,-0.506
'0:00.093',-5.399,-5.291,0.107,5.345,-2.753,-2.592,-0.771,-1.466,-1.048,-0.523,-0.455,-1.72,-0.503,-0.297,-0.505
'0:00.094',-5.399,-5.293,0.105,5.346,-2.752,-2.594,-0.77,-1.467,-1.049,-0.522,-0.455,-1.72,-0.503,-0.297,-0.506
'0:00.095',-5.403,-5.296,0.106,5.349,-2.755,-2.595,-0.772,-1.469,-1.05,-0.523,-0.457,-1.722,-0.503,-0.297,-0.506
'0:00.096',-5.407,-5.298,0.108,5.353,-2.757,-2.595,-0.771,-1.468,-1.051,-0.524,-0.457,-1.722,-0.503,-0.296,-0.505
'0:00.097',-5.41,-5.301,0.108,5.355,-2.759,-2.596,-0.77,-1.468,-1.052,-0.524,-0.458,-1.723,-0.504,-0.295,-0.506
'0:00.098',-5.412,-5.301,0.11,5.356,-2.761,-2.595,-0.771,-1.47,-1.052,-0.525,-0.459,-1.724,-0.504,-0.293,-0.506
'0:00.099',-5.413,-5.304,0.109,5.359,-2.761,-2.598,-0.773,-1.472,-1.054,-0.526,-0.46,-1.722,-0.503,-0.295,-0.505
'0:00.100',-5.413,-5.306,0.107,5.359,-2.76,-2.599,-0.774,-1.472,-1.054,-0.527,-0.46,-1.724,-0.504,-0.297,-0.506
'0:00.101',-5.412,-5.305,0.107,5.359,-2.76,-2.599,-0.775,-1.473,-1.054,-0.527,-0.46,-1.723,-0.503,-0.299,-0.505
'0:00.102',-5.411,-5.305,0.105,5.357,-2.759,-2.599,-0.776,-1.474,-1.055,-0.528,-0.459,-1.722,-0.502,-0.301,-0.505
'0:00.103',-5.412,-5.306,0.105,5.359,-2.759,-2.6,-0.777,-1.474,-1.054,-0.528,-0.46,-1.724,-0.503,-0.3,-0.504
'0:00.104',-5.41,-5.304,0.105,5.357,-2.758,-2.599,-0.776,-1.474,-1.053,-0.527,-0.46,-1.724,-0.505,-0.299,-0.504
'0:00.105',-5.41,-5.303,0.107,5.356,-2.759,-2.598,-0.774,-1.472,-1.052,-0.527,-0.459,-1.724,-0.505,-0.298,-0.505
'0:00.106',-5.411,-5.303,0.106,5.357,-2.759,-2.598,-0.775,-1.473,-1.054,-0.528,-0.459,-1.726,-0.504,-0.298,-0.505
'0:00.107',-5.41,-5.305,0.105,5.357,-2.758,-2.6,-0.773,-1.473,-1.054,-0.529,-0.461,-1.726,-0.505,-0.298,-0.505
'0:00.108',-5.413,-5.307,0.105,5.36,-2.76,-2.6,-0.773,-1.474,-1.054,-0.528,-0.461,-1.725,-0.504,-0.297,-0.504
'0:00.109',-5.415,-5.306,0.107,5.361,-2.761,-2.599,-0.773,-1.474,-1.056,-0.53,-0.463,-1.726,-0.504,-0.297,-0.503
'0:00.110',-5.417,-5.309,0.107,5.363,-2.762,-2.601,-0.775,-1.475,-1.058,-0.531,-0.464,-1.728,-0.505,-0.297,-0.503
'0:00.111',-5.418,-5.312,0.104,5.364,-2.761,-2.604,-0.777,-1.476,-1.058,-0.531,-0.464,-1.728,-0.505,-0.299,-0.503
'0:00.112',-5.418,-5.314,0.104,5.366,-2.761,-2.605,-0.777,-1.476,-1.059,-0.532,-0.465,-1.73,-0.506,-0.296,-0.504
'0:00.113',-5.418,-5.314,0.104,5.366,-2.761,-2.604,-0.776,-1.474,-1.058,-0.53,-0.465,-1.728,-0.504,-0.295,-0.503
'0:00.114',-5.416,-5.312,0.103,5.364,-2.76,-2.604,-0.776,-1.472,-1.058,-0.53,-0.464,-1.726,-0.503,-0.299,-0.503
'0:00.115',-5.42,-5.316,0.104,5.368,-2.763,-2.606,-0.778,-1.476,-1.058,-0.533,-0.466,-1.729,-0.504,-0.296,-0.502
'0:00.116',-5.423,-5.316,0.106,5.369,-2.764,-2.604,-0.779,-1.477,-1.06,-0.535,-0.467,-1.731,-0.505,-0.295,-0.502
'0:00.117',-5.419,-5.312,0.106,5.365,-2.763,-2.603,-0.779,-1.476,-1.059,-0.533,-0.465,-1.73,-0.504,-0.296,-0.502
'0:00.118',-5.417,-5.313,0.103,5.364,-2.76,-2.604,-0.78,-1.476,-1.06,-0.533,-0.467,-1.73,-0.503,-0.299,-0.502
'0:00.119',-5.421,-5.316,0.105,5.369,-2.763,-2.606,-0.78,-1.476,-1.061,-0.536,-0.47,-1.73,-0.504,-0.301,-0.501
'0:00.120',-5.425,-5.32,0.104,5.372,-2.765,-2.607,-0.783,-1.479,-1.062,-0.536,-0.469,-1.73,-0.504,-0.3,-0.501
'0:00.121',-5.426,-5.324,0.102,5.375,-2.764,-2.61,-0.782,-1.48,-1.063,-0.539,-0.47,-1.732,-0.504,-0.3,-0.501
'0:00.122',-5.426,-5.324,0.102,5.375,-2.764,-2.611,-0.782,-1.479,-1.063,-0.539,-0.47,-1.733,-0.504,-0.3,-0.503
'0:00.123',-5.43,-5.325,0.103,5.378,-2.767,-2.611,-0.783,-1.482,-1.064,-0.537,-0.472,-1.734,-0.504,-0.3,-0.502
'0:00.124',-5.435,-5.327,0.106,5.381,-2.771,-2.611,-0.783,-1.48,-1.063,-0.538,-0.473,-1.735,-0.505,-0.295,-0.501
'0:00.125',-5.438,-5.328,0.108,5.383,-2.773,-2.61,-0.782,-1.48,-1.062,-0.537,-0.472,-1.735,-0.506,-0.292,-0.502
'0:00.126',-5.439,-5.33,0.108,5.385,-2.773,-2.611,-0.782,-1.48,-1.063,-0.537,-0.472,-1.734,-0.506,-0.29,-0.503
'0:00.127',-5.436,-5.329,0.106,5.382,-2.771,-2.611,-0.783,-1.48,-1.063,-0.537,-0.471,-1.733,-0.504,-0.291,-0.502
'0:00.128',-5.433,-5.329,0.102,5.38,-2.768,-2.613,-0.785,-1.481,-1.065,-0.538,-0.472,-1.733,-0.503,-0.298,-0.501
'0:00.129',-5.431,-5.327,0.102,5.378,-2.767,-2.612,-0.785,-1.48,-1.065,-0.538,-0.47,-1.732,-0.503,-0.301,-0.501
'0:00.130',-5.428,-5.326,0.102,5.377,-2.764,-2.612,-0.781,-1.48,-1.064,-0.538,-0.47,-1.731,-0.503,-0.302,-0.5
'0:00.131',-5.429,-5.327,0.102,5.378,-2.765,-2.612,-0.78,-1.48,-1.063,-0.537,-0.472,-1.73,-0.504,-0.298,-0.499
'0:00.132',-5.431,-5.327,0.103,5.379,-2.768,-2.611,-0.779,-1.478,-1.062,-0.536,-0.471,-1.731,-0.504,-0.295,-0.499
'0:00.133',-5.43,-5.327,0.102,5.378,-2.766,-2.612,-0.779,-1.478,-1.063,-0.537,-0.47,-1.731,-0.504,-0.297,-0.499
'0:00.134',-5.431,-5.327,0.103,5.378,-2.767,-2.611,-0.779,-1.478,-1.062,-0.538,-0.472,-1.732,-0.504,-0.296,-0.499
'0:00.135',-5.431,-5.328,0.103,5.38,-2.768,-2.612,-0.778,-1.48,-1.062,-0.538,-0.472,-1.732,-0.505,-0.296,-0.501
'0:00.136',-5.431,-5.329,0.102,5.38,-2.767,-2.612,-0.778,-1.478,-1.062,-0.537,-0.47,-1.732,-0.505,-0.299,-0.5
'0:00.137',-5.43,-5.327,0.102,5.378,-2.766,-2.612,-0.779,-1.478,-1.065,-0.538,-0.47,-1.732,-0.505,-0.301,-0.5
'0:00.138',-5.431,-5.327,0.104,5.378,-2.768,-2.611,-0.777,-1.478,-1.064,-0.538,-0.471,-1.733,-0.506,-0.299,-0.5
'0:00.139',-5.434,-5.326,0.107,5.38,-2.771,-2.609,-0.776,-1.478,-1.062,-0.538,-0.47,-1.732,-0.505,-0.298,-0.5
'0:00.140',-5.436,-5.329,0.107,5.382,-2.771,-2.611,-0.778,-1.479,-1.063,-0.539,-0.471,-1.734,-0.506,-0.3,-0.5
'0:00.141',-5.436,-5.33,0.106,5.383,-2.771,-2.612,-0.778,-1.48,-1.065,-0.539,-0.472,-1.734,-0.505,-0.3,-0.499
'0:00.142',-5.438,-5.332,0.105,5.385,-2.772,-2.613,-0.777,-1.48,-1.065,-0.54,-0.472,-1.734,-0.505,-0.301,-0.499
'0:00.143',-5.441,-5.332,0.108,5.386,-2.775,-2.611,-0.777,-1.48,-1.065,-0.54,-0.473,-1.734,-0.506,-0.299,-0.499
'0:00.144',-5.438,-5.331,0.107,5.385,-2.772,-2.612,-0.778,-1.48,-1.065,-0.54,-0.473,-1.735,-0.505,-0.297,-0.499
'0:00.145',-5.435,-5.33,0.105,5.382,-2.77,-2.612,-0.779,-1.48,-1.065,-0.541,-0.473,-1.734,-0.505,-0.3,-0.499
'0:00.146',-5.431,-5.327,0.104,5.379,-2.768,-2.611,-0.778,-1.479,-1.064,-0.54,-0.473,-1.732,-0.504,-0.302,-0.499
'0:00.147',-5.431,-5.327,0.103,5.378,-2.767,-2.611,-0.777,-1.478,-1.065,-0.541,-0.474,-1.732,-0.504,-0.299,-0.498
'0:00.148',-5.431,-5.326,0.104,5.378,-2.767,-2.611,-0.777,-1.477,-1.066,-0.54,-0.473,-1.732,-0.504,-0.298,-0.497
'0:00.149',-5.427,-5.325,0.102,5.376,-2.764,-2.611,-0.778,-1.478,-1.066,-0.54,-0.472,-1.732,-0.503,-0.301,-0.497
'0:00.150',-5.425,-5.324,0.099,5.375,-2.762,-2.612,-0.778,-1.478,-1.065,-0.542,-0.472,-1.734,-0.504,-0.304,-0.498
'0:00.151',-5.426,-5.325,0.1,5.375,-2.763,-2.612,-0.776,-1.478,-1.065,-0.541,-0.472,-1.734,-0.506,-0.302,-0.498
'0:00.152',-5.428,-5.327,0.101,5.377,-2.764,-2.612,-0.775,-1.479,-1.064,-0.54,-0.471,-1.734,-0.505,-0.301,-0.498
'0:00.153',-5.428,-5.327,0.101,5.378,-2.764,-2.613,-0.777,-1.478,-1.064,-0.541,-0.472,-1.733,-0.505,-0.3,-0.498
'0:00.154',-5.426,-5.325,0.101,5.375,-2.764,-2.612,-0.775,-1.478,-1.065,-0.54,-0.471,-1.732,-0.504,-0.301,-0.498
'0:00.155',-5.423,-5.321,0.102,5.371,-2.762,-2.61,-0.776,-1.478,-1.064,-0.538,-0.469,-1.732,-0.505,-0.301,-0.5
'0:00.156',-5.418,-5.317,0.102,5.368,-2.76,-2.607,-0.775,-1.477,-1.063,-0.538,-0.468,-1.731,-0.505,-0.299,-0.499
'0:00.157',-5.419,-5.317,0.101,5.368,-2.76,-2.608,-0.773,-1.477,-1.062,-0.538,-0.467,-1.73,-0.504,-0.298,-0.5
'0:00.158',-5.418,-5.319,0.1,5.368,-2.76,-2.609,-0.775,-1.478,-1.063,-0.539,-0.468,-1.732,-0.505,-0.298,-0.499
'0:00.159',-5.418,-5.316,0.102,5.367,-2.76,-2.607,-0.775,-1.478,-1.063,-0.539,-0.469,-1.732,-0.505,-0.299,-0.498
'0:00.160',-5.418,-5.314,0.102,5.365,-2.76,-2.606,-0.776,-1.478,-1.063,-0.539,-0.468,-1.73,-0.505,-0.298,-0.498
'0:00.161',-5.416,-5.314,0.102,5.364,-2.759,-2.606,-0.777,-1.478,-1.064,-0.539,-0.467,-1.73,-0.505,-0.297,-0.498
'0:00.162',-5.42,-5.317,0.102,5.369,-2.76,-2.608,-0.778,-1.479,-1.063,-0.539,-0.468,-1.731,-0.505,-0.299,-0.498
'0:00.163',-5.426,-5.322,0.103,5.374,-2.765,-2.61,-0.778,-1.48,-1.065,-0.54,-0.47,-1.732,-0.504,-0.3,-0.498
'0:00.164',-5.428,-5.323,0.104,5.375,-2.765,-2.609,-0.778,-1.48,-1.064,-0.539,-0.469,-1.73,-0.504,-0.296,-0.498
'0:00.165',-5.428,-5.324,0.103,5.375,-2.765,-2.611,-0.779,-1.48,-1.065,-0.539,-0.47,-1.732,-0.505,-0.296,-0.498
'0:00.166',-5.429,-5.325,0.104,5.377,-2.767,-2.611,-0.779,-1.48,-1.066,-0.54,-0.471,-1.732,-0.504,-0.299,-0.498
'0:00.167',-5.428,-5.325,0.102,5.377,-2.765,-2.611,-0.78,-1.481,-1.065,-0.54,-0.471,-1.732,-0.505,-0.299,-0.499
'0:00.168',-5.428,-5.324,0.103,5.377,-2.766,-2.611,-0.777,-1.481,-1.065,-0.542,-0.471,-1.731,-0.504,-0.299,-0.499
'0:00.169',-5.428,-5.322,0.104,5.375,-2.766,-2.608,-0.776,-1.48,-1.065,-0.541,-0.47,-1.73,-0.505,-0.299,-0.5
'0:00.170',-5.426,-5.322,0.103,5.374,-2.765,-2.608,-0.777,-1.48,-1.064,-0.539,-0.469,-1.73,-0.505,-0.301,-0.5
'0:00.171',-5.425,-5.321,0.103,5.372,-2.764,-2.608,-0.778,-1.478,-1.062,-0.538,-0.469,-1.73,-0.504,-0.299,-0.5
