'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.020',1.08,2.057,0.978,-1.569,0.051,1.518,-0.469,-0.195,-0.175,0.046,0.108,-0.131,0.408,0.751,-0.247
'0:00.021',1.081,2.054,0.974,-1.568,0.053,1.514,-0.469,-0.211,-0.185,0.033,0.098,-0.139,0.401,0.749,-0.245
'0:00.022',1.085,2.057,0.972,-1.571,0.057,1.514,-0.469,-0.227,-0.197,0.025,0.09,-0.143,0.396,0.749,-0.242
'0:00.023',1.079,2.051,0.973,-1.565,0.053,1.512,-0.473,-0.226,-0.201,0.021,0.086,-0.147,0.393,0.743,-0.239
'0:00.024',1.083,2.05,0.968,-1.567,0.057,1.509,-0.481,-0.222,-0.212,0.017,0.079,-0.154,0.386,0.744,-0.235
'0:00.025',1.085,2.047,0.963,-1.567,0.061,1.506,-0.495,-0.215,-0.225,0.009,0.072,-0.161,0.378,0.748,-0.23
'0:00.026',1.083,2.049,0.967,-1.567,0.058,1.508,-0.505,-0.205,-0.231,0.006,0.069,-0.164,0.38,0.748,-0.229
'0:00.027',1.069,2.05,0.981,-1.56,0.044,1.516,-0.509,-0.197,-0.233,0.005,0.065,-0.168,0.376,0.748,-0.23
'0:00.028',1.062,2.034,0.973,-1.548,0.044,1.504,-0.508,-0.203,-0.241,-0.003,0.057,-0.172,0.365,0.745,-0.228
'0:00.029',1.062,2.022,0.96,-1.542,0.051,1.492,-0.51,-0.223,-0.262,-0.013,0.053,-0.172,0.365,0.735,-0.223
'0:00.030',1.06,2.023,0.964,-1.542,0.048,1.494,-0.507,-0.234,-0.271,-0.017,0.053,-0.173,0.366,0.73,-0.218
'0:00.031',1.067,2.026,0.96,-1.547,0.053,1.494,-0.502,-0.242,-0.274,-0.017,0.054,-0.169,0.373,0.734,-0.214
'0:00.032',1.063,2.026,0.964,-1.545,0.05,1.495,-0.5,-0.236,-0.249,-0.001,0.065,-0.161,0.384,0.736,-0.22
'0:00.033',1.054,2.027,0.973,-1.542,0.041,1.5,-0.498,-0.227,-0.222,0.015,0.072,-0.161,0.387,0.737,-0.224
'0:00.034',1.055,2.034,0.98,-1.545,0.037,1.508,-0.497,-0.238,-0.233,0.007,0.066,-0.166,0.382,0.742,-0.224
'0:00.035',1.06,2.037,0.978,-1.548,0.041,1.508,-0.5,-0.253,-0.247,-0.005,0.054,-0.173,0.372,0.736,-0.221
'0:00.036',1.069,2.04,0.972,-1.554,0.048,1.506,-0.498,-0.247,-0.243,-0.004,0.055,-0.173,0.371,0.73,-0.216
'0:00.037',1.065,2.039,0.975,-1.553,0.045,1.507,-0.495,-0.248,-0.244,-0.004,0.055,-0.172,0.366,0.735,-0.216
'0:00.038',1.052,2.023,0.972,-1.538,0.041,1.498,-0.496,-0.261,-0.256,-0.013,0.045,-0.181,0.356,0.73,-0.216
'0:00.039',1.044,2.013,0.97,-1.529,0.037,1.492,-0.501,-0.267,-0.261,-0.022,0.038,-0.186,0.354,0.727,-0.21
'0:00.040',1.044,2.008,0.964,-1.527,0.04,1.486,-0.515,-0.271,-0.269,-0.032,0.032,-0.193,0.353,0.725,-0.202
'0:00.041',1.042,2.006,0.965,-1.524,0.038,1.486,-0.521,-0.265,-0.266,-0.032,0.027,-0.198,0.348,0.722,-0.202
'0:00.042',1.042,2.019,0.978,-1.531,0.032,1.499,-0.512,-0.262,-0.259,-0.029,0.024,-0.202,0.339,0.73,-0.211
'0:00.043',1.06,2.033,0.974,-1.547,0.043,1.504,-0.509,-0.261,-0.254,-0.031,0.022,-0.203,0.335,0.737,-0.217
'0:00.044',1.058,2.02,0.963,-1.539,0.047,1.492,-0.521,-0.257,-0.256,-0.04,0.018,-0.204,0.334,0.734,-0.214
'0:00.045',1.044,2.006,0.963,-1.526,0.04,1.485,-0.523,-0.259,-0.262,-0.045,0.016,-0.207,0.33,0.729,-0.213
'0:00.046',1.034,2.005,0.972,-1.52,0.03,1.488,-0.519,-0.244,-0.252,-0.036,0.023,-0.201,0.332,0.721,-0.211
'0:00.047',1.02,1.999,0.98,-1.51,0.019,1.49,-0.521,-0.236,-0.252,-0.038,0.018,-0.203,0.327,0.711,-0.207
'0:00.048',1.023,1.994,0.972,-1.509,0.025,1.484,-0.523,-0.244,-0.261,-0.044,0.015,-0.205,0.321,0.713,-0.204
'0:00.049',1.033,1.999,0.967,-1.516,0.033,1.484,-0.517,-0.244,-0.261,-0.044,0.019,-0.198,0.32,0.719,-0.204
'0:00.050',1.037,2.01,0.975,-1.524,0.031,1.492,-0.505,-0.243,-0.264,-0.047,0.021,-0.198,0.314,0.718,-0.206
'0:00.051',1.041,2.015,0.975,-1.528,0.033,1.496,-0.505,-0.255,-0.273,-0.052,0.021,-0.196,0.312,0.721,-0.204
'0:00.052',1.048,2.02,0.972,-1.534,0.038,1.496,-0.501,-0.259,-0.278,-0.054,0.024,-0.193,0.314,0.723,-0.203
'0:00.053',1.044,2.017,0.973,-1.531,0.035,1.496,-0.501,-0.258,-0.285,-0.061,0.018,-0.201,0.309,0.719,-0.203
'0:00.054',1.036,2.011,0.976,-1.524,0.03,1.494,-0.507,-0.266,-0.289,-0.065,0.013,-0.203,0.309,0.717,-0.202
'0:00.055',1.03,2.003,0.974,-1.518,0.028,1.488,-0.507,-0.272,-0.284,-0.061,0.016,-0.2,0.311,0.713,-0.205
'0:00.056',1.036,2.006,0.971,-1.522,0.033,1.488,-0.511,-0.278,-0.286,-0.062,0.013,-0.203,0.314,0.716,-0.204
'0:00.057',1.042,2.013,0.972,-1.528,0.035,1.492,-0.507,-0.284,-0.288,-0.063,0.012,-0.202,0.316,0.72,-0.202
'0:00.058',1.036,2.001,0.965,-1.519,0.035,1.484,-0.504,-0.291,-0.288,-0.064,0.01,-0.203,0.315,0.715,-0.203
'0:00.059',1.03,1.99,0.96,-1.51,0.035,1.475,-0.51,-0.304,-0.294,-0.07,0.005,-0.205,0.318,0.709,-0.2
'0:00.060',1.024,1.986,0.963,-1.505,0.03,1.474,-0.514,-0.314,-0.302,-0.077,-0.001,-0.21,0.317,0.709,-0.198
'0:00.061',1.028,1.986,0.96,-1.508,0.034,1.474,-0.521,-0.314,-0.306,-0.079,-0.002,-0.215,0.317,0.712,-0.196
'0:00.062',1.034,1.994,0.961,-1.514,0.036,1.478,-0.526,-0.31,-0.31,-0.081,-0.002,-0.216,0.315,0.718,-0.193
'0:00.063',1.031,2.001,0.971,-1.516,0.03,1.486,-0.53,-0.303,-0.311,-0.078,0.001,-0.217,0.31,0.72,-0.196
'0:00.064',1.04,2.014,0.975,-1.528,0.033,1.495,-0.519,-0.288,-0.31,-0.076,0.006,-0.215,0.31,0.724,-0.201
'0:00.065',1.038,2.018,0.98,-1.528,0.029,1.498,-0.502,-0.278,-0.315,-0.082,0.004,-0.216,0.308,0.727,-0.205
'0:00.066',1.03,2.018,0.989,-1.524,0.02,1.504,-0.499,-0.277,-0.316,-0.082,0.004,-0.217,0.306,0.726,-0.211
'0:00.067',1.046,2.03,0.985,-1.538,0.03,1.508,-0.502,-0.274,-0.31,-0.077,0.003,-0.219,0.306,0.727,-0.211
'0:00.068',1.048,2.026,0.979,-1.538,0.035,1.503,-0.503,-0.269,-0.301,-0.079,-0.002,-0.222,0.308,0.723,-0.21
'0:00.069',1.048,2.026,0.979,-1.538,0.035,1.502,-0.499,-0.266,-0.301,-0.085,-0.006,-0.222,0.306,0.728,-0.212
'0:00.070',1.056,2.03,0.975,-1.544,0.04,1.503,-0.497,-0.266,-0.306,-0.088,-0.007,-0.218,0.306,0.728,-0.21
'0:00.071',1.044,2.019,0.976,-1.532,0.034,1.498,-0.494,-0.27,-0.308,-0.086,-0.004,-0.215,0.31,0.719,-0.209
'0:00.072',1.034,2.02,0.986,-1.528,0.024,1.504,-0.486,-0.286,-0.305,-0.082,-0.005,-0.214,0.31,0.728,-0.213
'0:00.073',1.036,2.022,0.987,-1.53,0.025,1.504,-0.495,-0.304,-0.312,-0.084,-0.013,-0.221,0.307,0.734,-0.211
'0:00.074',1.04,2.022,0.983,-1.531,0.028,1.503,-0.5,-0.297,-0.31,-0.074,-0.006,-0.217,0.316,0.735,-0.21
'0:00.075',1.027,2.021,0.995,-1.524,0.016,1.508,-0.5,-0.27,-0.283,-0.053,0.009,-0.207,0.324,0.737,-0.214
'0:00.076',1.026,2.008,0.982,-1.518,0.022,1.496,-0.509,-0.254,-0.282,-0.059,0.001,-0.213,0.32,0.723,-0.208
'0:00.077',1.02,1.994,0.975,-1.508,0.022,1.485,-0.503,-0.257,-0.29,-0.067,-0.001,-0.211,0.318,0.713,-0.199
'0:00.078',1.014,1.998,0.986,-1.506,0.013,1.492,-0.487,-0.263,-0.285,-0.058,0.007,-0.203,0.316,0.719,-0.203
'0:00.079',1.03,2.013,0.983,-1.522,0.023,1.498,-0.475,-0.283,-0.3,-0.062,0.008,-0.202,0.314,0.721,-0.203
'0:00.080',1.038,2.004,0.967,-1.522,0.035,1.486,-0.49,-0.318,-0.328,-0.081,0,-0.205,0.312,0.717,-0.193
'0:00.081',1.04,2,0.961,-1.52,0.04,1.48,-0.5,-0.32,-0.322,-0.077,0.005,-0.197,0.319,0.715,-0.19
'0:00.082',1.028,1.997,0.969,-1.513,0.029,1.484,-0.507,-0.31,-0.309,-0.075,0.002,-0.203,0.314,0.711,-0.184
'0:00.083',1.027,1.992,0.966,-1.51,0.03,1.48,-0.523,-0.31,-0.309,-0.076,-0.003,-0.207,0.316,0.709,-0.18
'0:00.084',1.035,2.003,0.97,-1.52,0.033,1.486,-0.526,-0.296,-0.302,-0.066,0.004,-0.202,0.326,0.717,-0.186
'0:00.085',1.03,2.009,0.979,-1.52,0.026,1.494,-0.535,-0.294,-0.306,-0.067,-0.001,-0.21,0.322,0.724,-0.189
'0:00.086',1.03,2.01,0.981,-1.521,0.025,1.496,-0.544,-0.298,-0.312,-0.069,-0.004,-0.215,0.32,0.72,-0.186
'0:00.087',1.024,2.003,0.979,-1.514,0.022,1.491,-0.543,-0.292,-0.31,-0.066,-0.002,-0.212,0.321,0.717,-0.19
'0:00.088',1.021,2,0.98,-1.511,0.021,1.49,-0.539,-0.286,-0.298,-0.056,0.004,-0.207,0.322,0.721,-0.19
'0:00.089',1.031,2.013,0.983,-1.522,0.024,1.498,-0.529,-0.283,-0.294,-0.054,0.006,-0.208,0.317,0.718,-0.191
'0:00.090',1.032,2.012,0.98,-1.522,0.026,1.496,-0.524,-0.284,-0.302,-0.066,-0.003,-0.213,0.311,0.712,-0.19
'0:00.091',1.028,2.005,0.978,-1.516,0.025,1.492,-0.526,-0.285,-0.304,-0.073,-0.008,-0.219,0.307,0.711,-0.185
'0:00.092',1.026,2.002,0.977,-1.514,0.024,1.49,-0.528,-0.283,-0.303,-0.071,-0.007,-0.22,0.306,0.717,-0.185
'0:00.093',1.03,2.003,0.974,-1.518,0.028,1.489,-0.524,-0.279,-0.3,-0.068,-0.005,-0.216,0.307,0.722,-0.186
'0:00.094',1.04,2.006,0.967,-1.523,0.036,1.486,-0.514,-0.281,-0.3,-0.068,-0.002,-0.212,0.31,0.719,-0.19
'0:00.095',1.046,2.002,0.956,-1.524,0.045,1.479,-0.515,-0.291,-0.309,-0.073,-0.002,-0.212,0.317,0.715,-0.19
'0:00.096',1.04,2.002,0.962,-1.522,0.039,1.482,-0.516,-0.3,-0.316,-0.074,-0.002,-0.211,0.322,0.713,-0.189
'0:00.097',1.03,2.004,0.975,-1.517,0.027,1.49,-0.506,-0.302,-0.313,-0.07,0.001,-0.209,0.321,0.717,-0.193
'0:00.098',1.031,2.002,0.972,-1.517,0.029,1.488,-0.504,-0.294,-0.308,-0.068,-0.001,-0.21,0.324,0.719,-0.192
'0:00.099',1.036,2.002,0.967,-1.52,0.034,1.484,-0.505,-0.294,-0.305,-0.068,-0.003,-0.212,0.323,0.719,-0.195
'0:00.100',1.033,2.002,0.969,-1.518,0.032,1.486,-0.509,-0.303,-0.31,-0.079,-0.009,-0.22,0.313,0.716,-0.197
'0:00.101',1.035,2.008,0.974,-1.522,0.03,1.491,-0.509,-0.3,-0.308,-0.083,-0.012,-0.221,0.316,0.718,-0.196
'0:00.102',1.043,2.018,0.975,-1.531,0.034,1.496,-0.506,-0.286,-0.296,-0.082,-0.013,-0.223,0.319,0.723,-0.198
'0:00.103',1.048,2.022,0.975,-1.535,0.036,1.498,-0.503,-0.268,-0.281,-0.073,-0.008,-0.221,0.314,0.721,-0.206
'0:00.104',1.052,2.032,0.98,-1.542,0.036,1.506,-0.496,-0.262,-0.276,-0.064,0.006,-0.205,0.319,0.726,-0.209
'0:00.105',1.044,2.032,0.988,-1.539,0.028,1.51,-0.509,-0.258,-0.281,-0.069,0.007,-0.203,0.322,0.727,-0.204
'0:00.106',1.034,2.026,0.993,-1.53,0.02,1.51,-0.525,-0.253,-0.286,-0.075,0.001,-0.209,0.317,0.729,-0.201
'0:00.107',1.027,2.023,0.997,-1.526,0.015,1.51,-0.524,-0.265,-0.3,-0.081,0.001,-0.207,0.318,0.736,-0.198
'0:00.108',1.026,2.024,0.999,-1.526,0.013,1.512,-0.521,-0.268,-0.308,-0.081,0.002,-0.207,0.317,0.734,-0.196
'0:00.109',1.024,2.022,0.998,-1.524,0.013,1.51,-0.522,-0.27,-0.318,-0.085,-0.004,-0.213,0.312,0.737,-0.197
'0:00.110',1.018,2.014,0.997,-1.516,0.01,1.506,-0.522,-0.284,-0.333,-0.093,-0.013,-0.219,0.308,0.729,-0.2
'0:00.111',1.023,2.014,0.992,-1.519,0.015,1.503,-0.526,-0.293,-0.341,-0.099,-0.02,-0.226,0.304,0.73,-0.197
'0:00.112',1.022,2.009,0.988,-1.516,0.017,1.499,-0.524,-0.293,-0.339,-0.096,-0.022,-0.227,0.305,0.732,-0.194
'0:00.113',1.018,2.01,0.992,-1.514,0.013,1.501,-0.513,-0.293,-0.325,-0.083,-0.015,-0.223,0.311,0.724,-0.199
'0:00.114',1.022,2.005,0.984,-1.514,0.019,1.494,-0.505,-0.299,-0.311,-0.071,-0.01,-0.221,0.312,0.723,-0.204
'0:00.115',1.022,2.001,0.979,-1.512,0.021,1.49,-0.51,-0.31,-0.315,-0.074,-0.011,-0.218,0.313,0.724,-0.203
'0:00.116',1.022,2.003,0.982,-1.513,0.02,1.492,-0.517,-0.315,-0.313,-0.077,-0.011,-0.22,0.315,0.724,-0.196
'0:00.117',1.021,1.995,0.975,-1.508,0.023,1.485,-0.527,-0.315,-0.3,-0.072,-0.011,-0.224,0.319,0.717,-0.19
'0:00.118',1.024,1.997,0.974,-1.51,0.025,1.486,-0.532,-0.301,-0.29,-0.067,-0.006,-0.22,0.326,0.723,-0.188
'0:00.119',1.032,2.001,0.97,-1.517,0.031,1.486,-0.529,-0.278,-0.287,-0.068,-0.004,-0.22,0.332,0.723,-0.186
'0:00.120',1.018,1.992,0.974,-1.506,0.022,1.482,-0.53,-0.266,-0.291,-0.07,-0.008,-0.225,0.322,0.712,-0.188
'0:00.121',1.004,1.988,0.984,-1.496,0.009,1.486,-0.523,-0.265,-0.297,-0.07,-0.003,-0.221,0.315,0.713,-0.191
'0:00.122',1.022,2.006,0.985,-1.514,0.018,1.496,-0.513,-0.266,-0.296,-0.065,0.007,-0.212,0.32,0.725,-0.197
'0:00.123',1.036,2.022,0.986,-1.53,0.025,1.504,-0.499,-0.263,-0.287,-0.057,0.013,-0.207,0.319,0.732,-0.205
'0:00.124',1.036,2.025,0.99,-1.53,0.022,1.508,-0.49,-0.263,-0.286,-0.06,0.009,-0.209,0.316,0.731,-0.21
'0:00.125',1.034,2.026,0.993,-1.53,0.02,1.51,-0.491,-0.257,-0.283,-0.059,0.005,-0.208,0.318,0.731,-0.21
'0:00.126',1.024,2.013,0.989,-1.519,0.017,1.501,-0.498,-0.259,-0.286,-0.069,-0.002,-0.213,0.317,0.727,-0.204
'0:00.127',1.018,2.006,0.988,-1.512,0.015,1.497,-0.51,-0.271,-0.296,-0.085,-0.015,-0.224,0.314,0.736,-0.202
'0:00.128',1.034,2.005,0.972,-1.52,0.031,1.488,-0.515,-0.278,-0.301,-0.088,-0.018,-0.225,0.314,0.733,-0.202
'0:00.129',1.037,2.006,0.969,-1.522,0.034,1.488,-0.507,-0.272,-0.295,-0.079,-0.006,-0.218,0.319,0.73,-0.206
'0:00.130',1.008,2.003,0.996,-1.506,0.005,1.5,-0.498,-0.255,-0.282,-0.065,0.004,-0.211,0.316,0.731,-0.215
'0:00.131',1.002,2.004,1.002,-1.504,0,1.503,-0.494,-0.244,-0.273,-0.057,0.013,-0.202,0.318,0.73,-0.213
'0:00.132',1.03,2.027,0.999,-1.529,0.015,1.514,-0.484,-0.24,-0.271,-0.052,0.018,-0.195,0.323,0.74,-0.209
'0:00.133',1.036,2.032,0.997,-1.534,0.019,1.514,-0.477,-0.256,-0.289,-0.069,0.003,-0.205,0.316,0.732,-0.21
'0:00.134',1.031,2.017,0.987,-1.524,0.022,1.502,-0.482,-0.271,-0.298,-0.079,-0.007,-0.21,0.318,0.726,-0.208
'0:00.135',1.033,2.007,0.975,-1.52,0.029,1.492,-0.489,-0.267,-0.29,-0.078,-0.008,-0.208,0.325,0.725,-0.203
'0:00.136',1.034,1.999,0.966,-1.517,0.034,1.482,-0.495,-0.267,-0.288,-0.082,-0.011,-0.21,0.328,0.722,-0.2
'0:00.137',1.03,2.002,0.973,-1.516,0.029,1.488,-0.494,-0.267,-0.284,-0.078,-0.006,-0.208,0.328,0.725,-0.202
'0:00.138',1.024,2.005,0.982,-1.514,0.021,1.494,-0.488,-0.274,-0.294,-0.082,-0.004,-0.205,0.322,0.73,-0.204
'0:00.139',1.028,2.003,0.976,-1.516,0.026,1.49,-0.483,-0.274,-0.3,-0.085,-0.004,-0.207,0.316,0.727,-0.201
'0:00.140',1.042,2.008,0.966,-1.526,0.038,1.488,-0.491,-0.267,-0.3,-0.083,-0.002,-0.205,0.317,0.721,-0.2
'0:00.141',1.046,2.016,0.971,-1.532,0.037,1.494,-0.494,-0.269,-0.304,-0.082,0.004,-0.202,0.315,0.721,-0.203
'0:00.142',1.04,2.021,0.982,-1.53,0.029,1.502,-0.488,-0.27,-0.307,-0.076,0.011,-0.203,0.308,0.725,-0.208
'0:00.143',1.034,2.021,0.987,-1.528,0.023,1.504,-0.493,-0.278,-0.312,-0.075,0.009,-0.204,0.307,0.729,-0.208
'0:00.144',1.03,2.011,0.983,-1.521,0.023,1.497,-0.502,-0.281,-0.31,-0.071,0.011,-0.206,0.309,0.731,-0.206
'0:00.145',1.02,1.996,0.977,-1.508,0.021,1.486,-0.515,-0.285,-0.307,-0.067,0.011,-0.209,0.31,0.724,-0.211
'0:00.146',1.016,1.997,0.982,-1.506,0.017,1.49,-0.526,-0.293,-0.305,-0.064,0.009,-0.212,0.309,0.72,-0.21
'0:00.147',1.01,2.005,0.995,-1.508,0.007,1.5,-0.523,-0.288,-0.287,-0.053,0.017,-0.207,0.313,0.724,-0.208
'0:00.148',1.004,2.002,1,-1.504,0.002,1.502,-0.524,-0.28,-0.277,-0.046,0.023,-0.201,0.315,0.726,-0.205
'0:00.149',1.02,2.009,0.989,-1.515,0.016,1.499,-0.53,-0.274,-0.28,-0.049,0.02,-0.201,0.317,0.728,-0.196
'0:00.150',1.033,2.017,0.985,-1.526,0.024,1.5,-0.53,-0.269,-0.285,-0.051,0.018,-0.202,0.319,0.729,-0.193
'0:00.151',1.035,2.018,0.984,-1.527,0.025,1.502,-0.532,-0.27,-0.285,-0.053,0.015,-0.203,0.318,0.729,-0.196
'0:00.152',1.052,2.034,0.982,-1.543,0.035,1.508,-0.518,-0.251,-0.266,-0.042,0.023,-0.195,0.319,0.731,-0.204
'0:00.153',1.054,2.034,0.98,-1.544,0.036,1.507,-0.504,-0.24,-0.252,-0.035,0.029,-0.185,0.323,0.73,-0.209
'0:00.154',1.046,2.019,0.973,-1.533,0.036,1.496,-0.509,-0.247,-0.257,-0.052,0.011,-0.2,0.314,0.724,-0.203
'0:00.155',1.037,2.01,0.974,-1.524,0.032,1.492,-0.509,-0.247,-0.257,-0.061,0,-0.209,0.304,0.719,-0.203
'0:00.156',1.036,2.014,0.979,-1.526,0.029,1.497,-0.51,-0.255,-0.265,-0.07,-0.003,-0.206,0.309,0.724,-0.207
'0:00.157',1.05,2.022,0.973,-1.536,0.038,1.498,-0.512,-0.263,-0.282,-0.087,-0.011,-0.21,0.313,0.73,-0.203
'0:00.158',1.048,2.026,0.978,-1.538,0.035,1.502,-0.503,-0.257,-0.284,-0.084,-0.003,-0.203,0.315,0.731,-0.206
'0:00.159',1.051,2.033,0.982,-1.542,0.035,1.507,-0.497,-0.256,-0.291,-0.086,-0.002,-0.204,0.31,0.741,-0.21
'0:00.160',1.057,2.03,0.974,-1.544,0.041,1.502,-0.501,-0.27,-0.311,-0.095,-0.008,-0.211,0.309,0.738,-0.209
'0:00.161',1.05,2.026,0.977,-1.539,0.036,1.502,-0.496,-0.269,-0.314,-0.083,0.006,-0.2,0.32,0.731,-0.208
'0:00.162',1.032,2.018,0.987,-1.526,0.022,1.503,-0.494,-0.266,-0.318,-0.076,0.013,-0.198,0.32,0.731,-0.205
'0:00.163',1.03,2.021,0.991,-1.526,0.019,1.506,-0.494,-0.269,-0.325,-0.073,0.018,-0.196,0.324,0.732,-0.21
'0:00.164',1.032,2.025,0.994,-1.528,0.019,1.51,-0.495,-0.269,-0.318,-0.065,0.026,-0.187,0.33,0.736,-0.208
'0:00.165',1.021,2.015,0.995,-1.518,0.013,1.506,-0.497,-0.276,-0.308,-0.059,0.025,-0.191,0.328,0.735,-0.203
'0:00.166',1.023,2.013,0.99,-1.518,0.016,1.502,-0.496,-0.279,-0.306,-0.059,0.024,-0.194,0.329,0.733,-0.204
'0:00.167',1.044,2.019,0.976,-1.532,0.035,1.498,-0.508,-0.274,-0.301,-0.059,0.024,-0.195,0.331,0.737,-0.203
'0:00.168',1.056,2.027,0.972,-1.542,0.042,1.5,-0.523,-0.27,-0.29,-0.051,0.027,-0.194,0.334,0.736,-0.202
'0:00.169',1.042,2.022,0.981,-1.532,0.03,1.502,-0.524,-0.274,-0.291,-0.052,0.025,-0.197,0.334,0.732,-0.203
'0:00.170',1.044,2.019,0.976,-1.532,0.034,1.498,-0.516,-0.284,-0.292,-0.056,0.021,-0.2,0.331,0.728,-0.203
'0:00.171',1.045,2.02,0.975,-1.533,0.035,1.498,-0.509,-0.298,-0.296,-0.058,0.021,-0.202,0.329,0.731,-0.203
'0:00.172',1.038,2.014,0.977,-1.526,0.03,1.496,-0.504,-0.315,-0.302,-0.059,0.018,-0.204,0.329,0.732,-0.203
'0:00.173',1.032,2.009,0.977,-1.52,0.028,1.493,-0.503,-0.311,-0.295,-0.052,0.022,-0.2,0.333,0.725,-0.197
'0:00.174',1.038,2.01,0.973,-1.525,0.033,1.492,-0.511,-0.302,-0.293,-0.052,0.026,-0.197,0.337,0.728,-0.191
'0:00.175',1.044,2.015,0.972,-1.53,0.036,1.494,-0.516,-0.292,-0.292,-0.05,0.029,-0.19,0.339,0.734,-0.193
'0:00.176',1.032,2.015,0.984,-1.524,0.024,1.5,-0.517,-0.29,-0.288,-0.047,0.028,-0.189,0.337,0.729,-0.193
'0:00.177',1.028,2.018,0.99,-1.524,0.019,1.504,-0.516,-0.284,-0.286,-0.047,0.026,-0.19,0.338,0.728,-0.198
'0:00.178',1.032,2.021,0.989,-1.528,0.021,1.506,-0.514,-0.278,-0.283,-0.044,0.025,-0.192,0.336,0.73,-0.206
'0:00.179',1.036,2.018,0.982,-1.527,0.027,1.5,-0.516,-0.294,-0.288,-0.048,0.021,-0.195,0.335,0.73,-0.204
'0:00.180',1.04,2.017,0.977,-1.529,0.031,1.497,-0.521,-0.298,-0.288,-0.053,0.018,-0.195,0.341,0.736,-0.201
'0:00.181',1.04,2.018,0.979,-1.53,0.03,1.499,-0.519,-0.284,-0.281,-0.057,0.018,-0.194,0.344,0.731,-0.2
'0:00.182',1.042,2.014,0.974,-1.528,0.034,1.494,-0.51,-0.267,-0.272,-0.056,0.021,-0.189,0.342,0.722,-0.199
'0:00.183',1.048,2.015,0.968,-1.532,0.04,1.492,-0.51,-0.261,-0.27,-0.054,0.025,-0.186,0.339,0.722,-0.199
'0:00.184',1.039,2.018,0.98,-1.529,0.029,1.499,-0.51,-0.264,-0.276,-0.057,0.025,-0.188,0.341,0.723,-0.202
'0:00.185',1.042,2.023,0.981,-1.533,0.03,1.502,-0.509,-0.262,-0.282,-0.06,0.022,-0.192,0.335,0.728,-0.203
