'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.023',-0.303,-3.159,-2.856,1.731,1.276,-3.007,0.274,0.341,0.559,-0.334,0.551,0.139,-0.29,-1.152,0.243
'0:00.024',-0.303,-3.159,-2.856,1.731,1.276,-3.007,0.275,0.342,0.56,-0.333,0.552,0.139,-0.29,-1.15,0.244
'0:00.025',-0.297,-3.149,-2.852,1.723,1.277,-3.001,0.281,0.351,0.568,-0.326,0.558,0.143,-0.288,-1.138,0.238
'0:00.026',-0.295,-3.147,-2.852,1.721,1.278,-2.999,0.283,0.356,0.571,-0.321,0.562,0.147,-0.285,-1.136,0.235
'0:00.027',-0.297,-3.145,-2.849,1.721,1.276,-2.997,0.281,0.355,0.571,-0.319,0.564,0.149,-0.282,-1.133,0.237
'0:00.028',-0.293,-3.14,-2.846,1.717,1.276,-2.994,0.279,0.358,0.576,-0.313,0.569,0.151,-0.281,-1.127,0.236
'0:00.029',-0.289,-3.138,-2.849,1.714,1.28,-2.994,0.273,0.356,0.578,-0.309,0.574,0.154,-0.275,-1.127,0.239
'0:00.030',-0.285,-3.137,-2.852,1.711,1.283,-2.994,0.262,0.353,0.576,-0.31,0.576,0.158,-0.27,-1.129,0.248
'0:00.031',-0.284,-3.139,-2.855,1.712,1.285,-2.998,0.252,0.349,0.573,-0.309,0.577,0.159,-0.271,-1.131,0.253
'0:00.032',-0.281,-3.135,-2.854,1.708,1.286,-2.995,0.244,0.349,0.574,-0.305,0.579,0.164,-0.264,-1.127,0.258
'0:00.033',-0.275,-3.136,-2.861,1.706,1.293,-2.999,0.235,0.349,0.575,-0.302,0.581,0.166,-0.256,-1.131,0.267
'0:00.034',-0.272,-3.137,-2.865,1.704,1.296,-3.001,0.229,0.348,0.577,-0.299,0.584,0.168,-0.251,-1.133,0.272
'0:00.035',-0.264,-3.132,-2.868,1.698,1.302,-3,0.221,0.348,0.577,-0.299,0.583,0.17,-0.245,-1.131,0.276
'0:00.036',-0.262,-3.131,-2.869,1.696,1.303,-3,0.216,0.349,0.58,-0.298,0.586,0.171,-0.241,-1.129,0.277
'0:00.037',-0.264,-3.131,-2.868,1.697,1.302,-2.999,0.215,0.356,0.587,-0.291,0.593,0.175,-0.235,-1.124,0.276
'0:00.038',-0.256,-3.128,-2.873,1.692,1.308,-3.001,0.211,0.358,0.592,-0.288,0.596,0.179,-0.232,-1.119,0.278
'0:00.039',-0.253,-3.127,-2.875,1.69,1.311,-3.002,0.208,0.358,0.591,-0.286,0.598,0.181,-0.228,-1.119,0.279
'0:00.040',-0.258,-3.128,-2.87,1.694,1.306,-3,0.211,0.357,0.589,-0.287,0.598,0.181,-0.228,-1.121,0.278
'0:00.041',-0.259,-3.13,-2.87,1.694,1.305,-3,0.214,0.357,0.59,-0.286,0.599,0.181,-0.229,-1.121,0.275
'0:00.042',-0.256,-3.128,-2.873,1.692,1.308,-3.001,0.222,0.365,0.595,-0.28,0.602,0.184,-0.225,-1.125,0.268
'0:00.043',-0.251,-3.123,-2.872,1.687,1.31,-2.998,0.231,0.375,0.602,-0.272,0.607,0.187,-0.218,-1.124,0.261
'0:00.044',-0.242,-3.113,-2.87,1.677,1.314,-2.992,0.236,0.383,0.611,-0.263,0.614,0.192,-0.212,-1.12,0.255
'0:00.045',-0.24,-3.108,-2.868,1.674,1.313,-2.988,0.24,0.385,0.614,-0.262,0.615,0.192,-0.212,-1.119,0.252
'0:00.046',-0.244,-3.11,-2.865,1.677,1.31,-2.988,0.238,0.382,0.611,-0.266,0.61,0.189,-0.215,-1.121,0.255
'0:00.047',-0.247,-3.115,-2.869,1.681,1.31,-2.992,0.236,0.375,0.604,-0.27,0.606,0.186,-0.22,-1.119,0.259
'0:00.048',-0.248,-3.122,-2.874,1.685,1.312,-2.998,0.237,0.37,0.599,-0.274,0.602,0.182,-0.225,-1.119,0.26
'0:00.049',-0.247,-3.124,-2.877,1.686,1.315,-3.002,0.237,0.369,0.597,-0.279,0.598,0.18,-0.227,-1.125,0.26
'0:00.050',-0.249,-3.129,-2.88,1.689,1.315,-3.005,0.236,0.367,0.594,-0.28,0.597,0.181,-0.223,-1.132,0.262
'0:00.051',-0.253,-3.128,-2.875,1.69,1.31,-3.002,0.236,0.369,0.599,-0.276,0.599,0.182,-0.22,-1.133,0.262
'0:00.052',-0.252,-3.124,-2.873,1.688,1.31,-2.998,0.234,0.364,0.594,-0.28,0.597,0.181,-0.224,-1.131,0.26
'0:00.053',-0.249,-3.124,-2.875,1.687,1.313,-3,0.233,0.357,0.588,-0.283,0.595,0.182,-0.224,-1.131,0.263
'0:00.054',-0.251,-3.126,-2.875,1.688,1.312,-3.001,0.227,0.35,0.583,-0.291,0.592,0.18,-0.226,-1.129,0.272
'0:00.055',-0.251,-3.131,-2.88,1.691,1.314,-3.005,0.217,0.335,0.567,-0.303,0.583,0.175,-0.234,-1.135,0.281
'0:00.056',-0.254,-3.135,-2.882,1.694,1.314,-3.009,0.21,0.322,0.553,-0.316,0.574,0.17,-0.239,-1.139,0.289
'0:00.057',-0.259,-3.14,-2.881,1.7,1.31,-3.01,0.207,0.313,0.545,-0.323,0.57,0.167,-0.242,-1.137,0.295
'0:00.058',-0.264,-3.143,-2.88,1.704,1.308,-3.011,0.21,0.31,0.543,-0.326,0.567,0.163,-0.247,-1.138,0.295
'0:00.059',-0.269,-3.143,-2.875,1.706,1.303,-3.01,0.22,0.317,0.548,-0.324,0.568,0.161,-0.252,-1.137,0.286
'0:00.060',-0.274,-3.139,-2.865,1.706,1.296,-3.002,0.232,0.326,0.556,-0.317,0.571,0.162,-0.257,-1.132,0.273
'0:00.061',-0.277,-3.14,-2.865,1.708,1.294,-3.002,0.234,0.327,0.556,-0.316,0.572,0.162,-0.258,-1.131,0.272
'0:00.062',-0.275,-3.153,-2.878,1.714,1.302,-3.016,0.229,0.322,0.551,-0.322,0.568,0.16,-0.253,-1.143,0.279
'0:00.063',-0.278,-3.172,-2.895,1.725,1.308,-3.034,0.224,0.311,0.539,-0.334,0.559,0.155,-0.257,-1.161,0.287
'0:00.064',-0.285,-3.187,-2.902,1.736,1.308,-3.045,0.217,0.295,0.522,-0.351,0.543,0.143,-0.27,-1.175,0.297
'0:00.065',-0.287,-3.187,-2.899,1.738,1.306,-3.043,0.218,0.291,0.516,-0.357,0.537,0.139,-0.277,-1.174,0.301
'0:00.066',-0.294,-3.187,-2.893,1.74,1.299,-3.041,0.222,0.291,0.516,-0.355,0.537,0.139,-0.278,-1.168,0.301
'0:00.067',-0.302,-3.191,-2.889,1.746,1.293,-3.04,0.223,0.288,0.513,-0.358,0.534,0.134,-0.283,-1.169,0.3
'0:00.068',-0.307,-3.189,-2.883,1.748,1.288,-3.037,0.226,0.29,0.514,-0.357,0.534,0.132,-0.287,-1.167,0.298
'0:00.069',-0.31,-3.187,-2.877,1.748,1.284,-3.033,0.231,0.292,0.516,-0.355,0.534,0.133,-0.29,-1.159,0.295
'0:00.070',-0.31,-3.189,-2.878,1.75,1.284,-3.034,0.234,0.296,0.518,-0.354,0.535,0.133,-0.288,-1.159,0.292
'0:00.071',-0.312,-3.193,-2.881,1.753,1.284,-3.038,0.237,0.3,0.519,-0.353,0.534,0.13,-0.29,-1.169,0.287
'0:00.072',-0.315,-3.195,-2.881,1.754,1.283,-3.038,0.239,0.302,0.521,-0.352,0.533,0.128,-0.292,-1.171,0.284
'0:00.073',-0.316,-3.199,-2.882,1.757,1.283,-3.041,0.239,0.302,0.521,-0.353,0.531,0.127,-0.293,-1.173,0.285
'0:00.074',-0.318,-3.204,-2.887,1.761,1.284,-3.046,0.241,0.302,0.519,-0.356,0.526,0.122,-0.296,-1.182,0.284
'0:00.075',-0.321,-3.211,-2.89,1.766,1.285,-3.051,0.242,0.301,0.517,-0.358,0.523,0.119,-0.298,-1.188,0.282
'0:00.076',-0.323,-3.215,-2.893,1.768,1.285,-3.054,0.239,0.298,0.515,-0.36,0.521,0.117,-0.302,-1.191,0.282
'0:00.077',-0.322,-3.215,-2.893,1.768,1.286,-3.054,0.236,0.295,0.512,-0.364,0.517,0.114,-0.302,-1.192,0.286
'0:00.078',-0.321,-3.215,-2.893,1.768,1.286,-3.054,0.235,0.293,0.508,-0.369,0.512,0.111,-0.303,-1.192,0.289
'0:00.079',-0.323,-3.217,-2.895,1.77,1.286,-3.057,0.236,0.291,0.507,-0.37,0.51,0.108,-0.305,-1.192,0.288
'0:00.080',-0.325,-3.22,-2.896,1.772,1.286,-3.058,0.238,0.293,0.509,-0.367,0.512,0.109,-0.306,-1.195,0.284
'0:00.081',-0.328,-3.224,-2.896,1.776,1.284,-3.06,0.238,0.292,0.507,-0.367,0.51,0.107,-0.31,-1.202,0.281
'0:00.082',-0.332,-3.228,-2.897,1.78,1.282,-3.062,0.239,0.29,0.502,-0.373,0.505,0.103,-0.314,-1.204,0.281
'0:00.083',-0.332,-3.229,-2.897,1.78,1.282,-3.063,0.246,0.296,0.508,-0.369,0.509,0.106,-0.314,-1.204,0.276
'0:00.084',-0.331,-3.234,-2.903,1.782,1.286,-3.068,0.246,0.3,0.512,-0.363,0.512,0.106,-0.31,-1.208,0.275
'0:00.085',-0.331,-3.24,-2.909,1.786,1.289,-3.075,0.24,0.293,0.505,-0.371,0.505,0.101,-0.311,-1.214,0.277
'0:00.086',-0.332,-3.24,-2.909,1.786,1.288,-3.075,0.241,0.291,0.503,-0.372,0.506,0.102,-0.315,-1.214,0.276
'0:00.087',-0.332,-3.243,-2.911,1.788,1.289,-3.077,0.24,0.292,0.505,-0.37,0.506,0.103,-0.317,-1.214,0.278
'0:00.088',-0.334,-3.246,-2.912,1.79,1.288,-3.079,0.239,0.29,0.503,-0.372,0.504,0.102,-0.314,-1.216,0.279
'0:00.089',-0.337,-3.247,-2.91,1.792,1.286,-3.079,0.238,0.288,0.501,-0.372,0.504,0.102,-0.314,-1.216,0.28
'0:00.090',-0.334,-3.248,-2.915,1.791,1.29,-3.082,0.234,0.284,0.497,-0.376,0.499,0.1,-0.316,-1.217,0.282
'0:00.091',-0.333,-3.249,-2.917,1.792,1.292,-3.083,0.233,0.283,0.496,-0.378,0.499,0.101,-0.315,-1.22,0.283
'0:00.092',-0.335,-3.249,-2.914,1.792,1.29,-3.083,0.233,0.282,0.496,-0.377,0.498,0.101,-0.318,-1.218,0.283
'0:00.093',-0.338,-3.253,-2.916,1.795,1.289,-3.084,0.234,0.282,0.495,-0.378,0.496,0.099,-0.319,-1.221,0.283
'0:00.094',-0.339,-3.257,-2.918,1.798,1.29,-3.088,0.233,0.28,0.492,-0.38,0.494,0.098,-0.319,-1.225,0.284
'0:00.095',-0.337,-3.255,-2.918,1.796,1.29,-3.087,0.234,0.28,0.492,-0.379,0.493,0.099,-0.321,-1.224,0.283
'0:00.096',-0.338,-3.254,-2.916,1.796,1.288,-3.085,0.236,0.281,0.494,-0.379,0.493,0.096,-0.325,-1.222,0.281
'0:00.097',-0.34,-3.255,-2.914,1.797,1.287,-3.085,0.239,0.283,0.497,-0.376,0.494,0.095,-0.328,-1.222,0.279
'0:00.098',-0.342,-3.255,-2.913,1.798,1.286,-3.084,0.238,0.282,0.496,-0.376,0.493,0.095,-0.327,-1.222,0.28
'0:00.099',-0.342,-3.255,-2.913,1.798,1.285,-3.084,0.24,0.284,0.496,-0.376,0.494,0.095,-0.327,-1.222,0.279
'0:00.100',-0.344,-3.256,-2.912,1.8,1.284,-3.084,0.244,0.287,0.499,-0.373,0.497,0.097,-0.329,-1.219,0.278
'0:00.101',-0.345,-3.26,-2.914,1.802,1.284,-3.087,0.245,0.285,0.497,-0.377,0.493,0.093,-0.331,-1.222,0.277
'0:00.102',-0.342,-3.26,-2.917,1.801,1.288,-3.088,0.245,0.286,0.497,-0.376,0.493,0.092,-0.337,-1.224,0.273
'0:00.103',-0.345,-3.264,-2.918,1.805,1.286,-3.091,0.245,0.283,0.496,-0.376,0.493,0.091,-0.337,-1.226,0.276
'0:00.104',-0.349,-3.265,-2.916,1.808,1.283,-3.091,0.247,0.285,0.496,-0.377,0.492,0.09,-0.335,-1.226,0.277
'0:00.105',-0.348,-3.268,-2.92,1.808,1.286,-3.094,0.249,0.286,0.496,-0.38,0.491,0.091,-0.338,-1.228,0.277
'0:00.106',-0.346,-3.27,-2.924,1.808,1.289,-3.098,0.248,0.285,0.497,-0.378,0.491,0.092,-0.336,-1.234,0.277
'0:00.107',-0.347,-3.27,-2.923,1.808,1.288,-3.097,0.249,0.287,0.498,-0.377,0.492,0.093,-0.335,-1.23,0.278
'0:00.108',-0.348,-3.275,-2.925,1.812,1.288,-3.1,0.252,0.288,0.498,-0.378,0.493,0.094,-0.333,-1.232,0.278
'0:00.109',-0.346,-3.273,-2.928,1.81,1.29,-3.1,0.253,0.291,0.501,-0.374,0.495,0.097,-0.333,-1.236,0.276
'0:00.110',-0.344,-3.271,-2.927,1.808,1.291,-3.099,0.253,0.291,0.5,-0.374,0.496,0.098,-0.335,-1.236,0.274
'0:00.111',-0.347,-3.273,-2.926,1.81,1.29,-3.1,0.255,0.29,0.5,-0.374,0.496,0.097,-0.336,-1.236,0.274
'0:00.112',-0.348,-3.276,-2.929,1.812,1.29,-3.103,0.255,0.29,0.501,-0.375,0.493,0.096,-0.335,-1.237,0.275
'0:00.113',-0.347,-3.277,-2.93,1.812,1.291,-3.104,0.256,0.29,0.501,-0.375,0.493,0.095,-0.337,-1.239,0.272
'0:00.114',-0.347,-3.276,-2.929,1.812,1.291,-3.103,0.257,0.291,0.501,-0.374,0.493,0.096,-0.336,-1.238,0.271
'0:00.115',-0.343,-3.273,-2.93,1.808,1.294,-3.102,0.257,0.292,0.5,-0.374,0.493,0.097,-0.331,-1.235,0.274
'0:00.116',-0.346,-3.276,-2.929,1.811,1.292,-3.103,0.257,0.29,0.501,-0.374,0.493,0.096,-0.335,-1.236,0.273
'0:00.117',-0.349,-3.275,-2.926,1.812,1.288,-3.101,0.255,0.289,0.498,-0.376,0.491,0.094,-0.337,-1.234,0.274
'0:00.118',-0.347,-3.271,-2.924,1.809,1.288,-3.098,0.257,0.295,0.503,-0.372,0.494,0.099,-0.334,-1.23,0.274
'0:00.119',-0.347,-3.272,-2.925,1.81,1.288,-3.099,0.257,0.298,0.507,-0.368,0.497,0.099,-0.333,-1.234,0.273
'0:00.120',-0.345,-3.273,-2.928,1.809,1.292,-3.101,0.256,0.297,0.504,-0.371,0.493,0.097,-0.333,-1.235,0.273
'0:00.121',-0.344,-3.272,-2.929,1.808,1.292,-3.1,0.257,0.298,0.504,-0.373,0.494,0.098,-0.333,-1.235,0.273
'0:00.122',-0.344,-3.271,-2.927,1.808,1.292,-3.099,0.258,0.299,0.505,-0.373,0.495,0.096,-0.334,-1.236,0.271
'0:00.123',-0.346,-3.269,-2.924,1.808,1.288,-3.097,0.259,0.299,0.507,-0.372,0.492,0.093,-0.336,-1.236,0.271
'0:00.124',-0.347,-3.269,-2.923,1.808,1.288,-3.096,0.259,0.298,0.507,-0.372,0.493,0.093,-0.336,-1.232,0.271
'0:00.125',-0.347,-3.272,-2.925,1.81,1.289,-3.099,0.258,0.297,0.506,-0.371,0.495,0.094,-0.334,-1.232,0.271
'0:00.126',-0.347,-3.273,-2.925,1.81,1.289,-3.099,0.258,0.297,0.506,-0.371,0.493,0.092,-0.335,-1.235,0.271
'0:00.127',-0.345,-3.271,-2.925,1.808,1.29,-3.098,0.258,0.298,0.507,-0.37,0.492,0.092,-0.336,-1.232,0.269
'0:00.128',-0.343,-3.268,-2.925,1.806,1.291,-3.097,0.262,0.303,0.512,-0.366,0.497,0.097,-0.335,-1.228,0.267
'0:00.129',-0.34,-3.269,-2.929,1.804,1.294,-3.099,0.262,0.305,0.512,-0.368,0.498,0.096,-0.333,-1.23,0.268
'0:00.130',-0.339,-3.274,-2.934,1.806,1.298,-3.104,0.26,0.302,0.509,-0.371,0.494,0.096,-0.332,-1.235,0.271
'0:00.131',-0.342,-3.275,-2.933,1.808,1.296,-3.104,0.262,0.303,0.509,-0.371,0.495,0.098,-0.335,-1.233,0.27
'0:00.132',-0.342,-3.274,-2.932,1.808,1.294,-3.103,0.264,0.304,0.51,-0.369,0.499,0.1,-0.333,-1.236,0.268
'0:00.133',-0.348,-3.279,-2.93,1.814,1.29,-3.105,0.265,0.304,0.508,-0.367,0.498,0.098,-0.336,-1.24,0.268
'0:00.134',-0.353,-3.28,-2.926,1.817,1.286,-3.103,0.267,0.303,0.508,-0.368,0.496,0.093,-0.339,-1.238,0.268
'0:00.135',-0.35,-3.28,-2.929,1.815,1.29,-3.105,0.267,0.302,0.505,-0.368,0.496,0.095,-0.336,-1.237,0.269
'0:00.136',-0.349,-3.281,-2.933,1.815,1.292,-3.107,0.267,0.302,0.505,-0.368,0.494,0.097,-0.336,-1.235,0.267
'0:00.137',-0.349,-3.279,-2.929,1.814,1.289,-3.104,0.272,0.304,0.508,-0.366,0.495,0.097,-0.337,-1.234,0.263
'0:00.138',-0.353,-3.281,-2.928,1.817,1.286,-3.104,0.276,0.307,0.512,-0.361,0.496,0.096,-0.338,-1.24,0.261
'0:00.139',-0.355,-3.28,-2.925,1.818,1.284,-3.103,0.28,0.31,0.514,-0.361,0.495,0.093,-0.338,-1.24,0.259
'0:00.140',-0.354,-3.277,-2.922,1.816,1.284,-3.1,0.289,0.315,0.515,-0.362,0.494,0.093,-0.344,-1.236,0.254
'0:00.141',-0.36,-3.281,-2.921,1.821,1.28,-3.102,0.296,0.312,0.51,-0.369,0.487,0.088,-0.348,-1.239,0.252
'0:00.142',-0.367,-3.285,-2.918,1.827,1.275,-3.102,0.305,0.311,0.503,-0.382,0.477,0.08,-0.357,-1.241,0.248
'0:00.143',-0.373,-3.292,-2.918,1.833,1.272,-3.106,0.321,0.317,0.5,-0.393,0.467,0.072,-0.367,-1.248,0.242
'0:00.144',-0.38,-3.296,-2.917,1.839,1.268,-3.107,0.34,0.325,0.497,-0.406,0.455,0.062,-0.381,-1.254,0.233
'0:00.145',-0.389,-3.3,-2.91,1.844,1.26,-3.105,0.369,0.339,0.494,-0.422,0.438,0.049,-0.399,-1.255,0.217
'0:00.146',-0.4,-3.299,-2.899,1.849,1.249,-3.099,0.404,0.352,0.489,-0.44,0.417,0.035,-0.416,-1.254,0.199
'0:00.147',-0.408,-3.292,-2.884,1.851,1.237,-3.088,0.432,0.371,0.495,-0.447,0.408,0.025,-0.428,-1.246,0.177
'0:00.148',-0.418,-3.28,-2.861,1.849,1.221,-3.071,0.458,0.383,0.498,-0.451,0.403,0.021,-0.438,-1.233,0.157
'0:00.149',-0.429,-3.271,-2.841,1.85,1.206,-3.057,0.485,0.39,0.489,-0.467,0.39,0.012,-0.451,-1.228,0.139
'0:00.150',-0.439,-3.276,-2.837,1.857,1.199,-3.057,0.515,0.403,0.483,-0.484,0.374,0.001,-0.465,-1.232,0.124
'0:00.151',-0.444,-3.281,-2.838,1.863,1.197,-3.061,0.544,0.426,0.49,-0.489,0.367,-0.007,-0.474,-1.241,0.104
'0:00.152',-0.447,-3.276,-2.829,1.861,1.191,-3.054,0.578,0.457,0.509,-0.483,0.366,-0.012,-0.479,-1.24,0.076
'0:00.153',-0.439,-3.258,-2.818,1.849,1.19,-3.038,0.598,0.494,0.545,-0.451,0.389,0.003,-0.463,-1.22,0.051
'0:00.154',-0.417,-3.244,-2.828,1.831,1.205,-3.036,0.609,0.535,0.594,-0.404,0.427,0.026,-0.433,-1.214,0.029
'0:00.155',-0.401,-3.252,-2.851,1.826,1.225,-3.051,0.618,0.573,0.634,-0.362,0.459,0.044,-0.408,-1.229,0.013
'0:00.156',-0.38,-3.253,-2.874,1.817,1.247,-3.064,0.63,0.617,0.683,-0.313,0.496,0.068,-0.378,-1.236,-0.007
'0:00.157',-0.353,-3.247,-2.893,1.8,1.27,-3.07,0.644,0.664,0.74,-0.257,0.542,0.098,-0.339,-1.236,-0.031
'0:00.158',-0.316,-3.236,-2.921,1.776,1.302,-3.079,0.66,0.744,0.832,-0.168,0.608,0.138,-0.284,-1.242,-0.062
'0:00.159',-0.271,-3.211,-2.941,1.74,1.335,-3.076,0.661,0.822,0.936,-0.058,0.696,0.194,-0.211,-1.234,-0.092
'0:00.160',-0.228,-3.192,-2.965,1.71,1.368,-3.079,0.631,0.865,1.016,0.043,0.779,0.248,-0.142,-1.227,-0.099
'0:00.161',-0.17,-3.175,-3.005,1.673,1.417,-3.09,0.593,0.926,1.118,0.164,0.879,0.313,-0.057,-1.221,-0.105
'0:00.162',-0.095,-3.142,-3.046,1.619,1.476,-3.095,0.555,1.019,1.262,0.329,1.016,0.402,0.059,-1.21,-0.127
'0:00.163',-0.02,-3.112,-3.092,1.566,1.536,-3.103,0.537,1.139,1.435,0.517,1.163,0.492,0.175,-1.202,-0.16
'0:00.164',0.045,-3.062,-3.107,1.508,1.576,-3.085,0.495,1.222,1.583,0.687,1.295,0.575,0.281,-1.172,-0.175
'0:00.165',0.112,-3.006,-3.118,1.448,1.614,-3.062,0.435,1.296,1.724,0.853,1.429,0.659,0.385,-1.141,-0.185
'0:00.166',0.185,-2.933,-3.119,1.374,1.651,-3.026,0.378,1.376,1.879,1.042,1.583,0.757,0.502,-1.091,-0.203
'0:00.167',0.254,-2.859,-3.112,1.303,1.683,-2.986,0.304,1.419,2.013,1.22,1.732,0.853,0.621,-1.041,-0.202
'0:00.168',0.318,-2.788,-3.106,1.236,1.712,-2.947,0.233,1.47,2.156,1.408,1.885,0.947,0.735,-0.993,-0.204
'0:00.169',0.38,-2.694,-3.074,1.158,1.726,-2.885,0.14,1.507,2.293,1.593,2.037,1.04,0.843,-0.917,-0.203
'0:00.170',0.443,-2.615,-3.058,1.087,1.75,-2.837,0.037,1.53,2.414,1.771,2.186,1.135,0.961,-0.862,-0.185
'0:00.171',0.496,-2.544,-3.04,1.024,1.768,-2.792,-0.042,1.539,2.524,1.942,2.326,1.224,1.069,-0.81,-0.17
'0:00.172',0.531,-2.482,-3.013,0.976,1.772,-2.748,-0.115,1.502,2.576,2.054,2.427,1.289,1.143,-0.763,-0.139
'0:00.173',0.562,-2.424,-2.986,0.931,1.774,-2.705,-0.194,1.455,2.615,2.154,2.518,1.349,1.212,-0.717,-0.102
'0:00.174',0.59,-2.369,-2.958,0.89,1.774,-2.664,-0.283,1.387,2.623,2.224,2.587,1.399,1.269,-0.672,-0.051
'0:00.175',0.626,-2.305,-2.931,0.84,1.778,-2.619,-0.409,1.305,2.637,2.308,2.672,1.462,1.348,-0.628,0.017
'0:00.176',0.665,-2.223,-2.888,0.779,1.776,-2.555,-0.564,1.196,2.644,2.4,2.768,1.532,1.435,-0.565,0.091
'0:00.177',0.693,-2.119,-2.812,0.714,1.752,-2.466,-0.723,1.05,2.6,2.45,2.845,1.595,1.509,-0.479,0.171
'0:00.178',0.715,-2.045,-2.759,0.665,1.736,-2.401,-0.818,0.998,2.651,2.56,2.942,1.655,1.581,-0.419,0.196
'0:00.179',0.699,-2.068,-2.767,0.685,1.732,-2.417,-0.83,0.985,2.681,2.603,2.958,1.653,1.579,-0.431,0.202
'0:00.180',0.66,-2.139,-2.799,0.74,1.73,-2.469,-0.838,0.91,2.614,2.546,2.895,1.604,1.524,-0.48,0.237
'0:00.181',0.619,-2.209,-2.828,0.795,1.724,-2.519,-0.874,0.807,2.539,2.499,2.849,1.563,1.475,-0.525,0.283
'0:00.182',0.566,-2.25,-2.816,0.843,1.69,-2.533,-0.907,0.706,2.435,2.404,2.771,1.512,1.407,-0.538,0.332
'0:00.183',0.52,-2.284,-2.804,0.882,1.661,-2.544,-0.906,0.642,2.357,2.312,2.686,1.457,1.336,-0.553,0.364
'0:00.184',0.477,-2.316,-2.793,0.92,1.635,-2.555,-0.884,0.58,2.269,2.219,2.601,1.402,1.266,-0.571,0.386
'0:00.185',0.423,-2.368,-2.792,0.973,1.607,-2.58,-0.842,0.533,2.167,2.083,2.474,1.323,1.171,-0.596,0.402
'0:00.186',0.358,-2.454,-2.813,1.048,1.585,-2.634,-0.778,0.504,2.056,1.9,2.292,1.21,1.039,-0.65,0.417
